Permit_Key,Permit_Num,Permit_Type,Structure_Type,Work,Street_Num,Street_Name,Street_Type,Street_Direction,Postal,Geo_Id,Ward_Grid,Application_Date,Issued_Date,Completed_Date,Status,Description,Address,Coordinates,Application_Date_Key,Issued_Date_Key,Completed_Date_Key
1936,17 228562 BLD,New Houses,SFD - Detached,New Building,236,DELHI,AVE, ,M3H,9246959,N0630,2017-09-06,2017-10-04,,Inspection,"2 storey house with rear deck, front porch and attached garage. ","236,DELHI,AVE   M3H",POINT (-79.433613 43.740455),6548,6576,
1937,17 228641 BLD,New Houses,SFD - Detached,New Building,2,BALLYRONAN,RD, ,M3B,485664,N1623,2017-09-06,2017-10-04,,Inspection,Proposal to construct a new 2 storey detached single family dwelling with integral garage.,"2,BALLYRONAN,RD   M3B",POINT (-79.35896 43.749788),6548,6576,
1938,17 228861 BLD,New Building,Apartment Building,New Building,1001,SHEPPARD,AVE,E,M2K,30010324,N1729,2017-09-07,2020-10-08,,Inspection,"Construct a 36 storey apartment with 342 units, with 20 stacked townhouses with common corridor thats intergrated with the East Tower, with a  shared underground garage 17-228465) and (shared podium - review with the West Tower)  and a canopy for the outdoor amenity spaceSEE LEAD PERMIT 17 228864 BLD (west tower)","1001,SHEPPARD,AVE E M2K",POINT (-79.375186 43.769047),6549,7676,
1939,17 228864 BLD,New Building,Apartment Building,New Building,1001,SHEPPARD,AVE,E,M2K,30010324,N1729,2017-09-07,2020-11-20,,Inspection,"LEAD Construct a 33 storey apartment with 312 units with 18 stacked townhouses with common corridor thats intergrated with the West Tower(with a  shared underground parking garage 17-228465), shared podium and a canopy for the outdoor amenity space  ","1001,SHEPPARD,AVE E M2K",POINT (-79.375186 43.769047),6549,7719,
1940,17 229595 BLD,New Houses,SFD - Detached,New Building,5,DANROSE,CRES, ,M3B,505438,N1524,2017-09-08,2017-09-25,,Inspection,"Proposal to construct a new 2 storey SFD-detached dwelling.  See also 17 229576 DEM, 17 156838 ZZC, and 17 157025 MV.","5,DANROSE,CRES   M3B",POINT (-79.364792 43.737822),6550,6567,
1941,17 231293 BLD,New Houses,SFD - Detached,New Building,14,DONNA,CRT, ,M2M,508196,N1823,2017-09-12,2017-11-01,,Inspection,Propsed construction of a new 2-storey single family detached dwelling and demolistion of existing dwelling.,"14,DONNA,CRT   M2M",POINT (-79.40216 43.78927),6554,6604,
1942,17 232060 BLD,New Building,Mixed Use/Res w Non Res,New Building,79,EAST DON ROADWAY, , ,M4M,8292821,S1440,2017-09-13,2020-10-30,,Inspection,PERMIT 3 - Proposal to construct a new 20 storey condo with commercial & automotive showroom (Shell) at grade and 250 residential units. See Code Report and Peer Review Letter.SOUTH-WEST TOWER.  77-79 EAST DON ROADWAY & 677 QUEEN ST E.  NOTE:  See active below grade permit 17 132098 BLD and additional towers.,"79,EAST DON ROADWAY,    M4M",POINT (-79.352632 43.657544),6555,7698,
1943,17 232091 BLD,New Building,Mixed Use/Res w Non Res,New Building,79,EAST DON ROADWAY, , ,M4M,8292821,S1440,2017-09-13,2020-07-15,,Inspection,PERMIT 4 - Proposal to construct a new 14 storey condo with commercial & automotive showroom at grade and 308 residential units.  NORTH-WEST TOWER.  77-79 EAST DON ROADWAY & 677 QUEEN ST E.  NOTE:  See active below grade permit 17 132098 BLD and additional towers.,"79,EAST DON ROADWAY,    M4M",POINT (-79.352632 43.657544),6555,7591,
1944,17 233456 BLD,New Houses,SFD - Detached,New Building,5,BUNTY,LANE, ,M2K,7963775,N1725,2017-09-15,2017-10-05,,Inspection,"New 2-Storey Single-Family Detached House, plus Finished Basement of 119.19 m2. ","5,BUNTY,LANE   M2K",POINT (-79.385289 43.774453),6557,6577,
1945,17 235057 BLD,Building Additions/Alterations,Multiple Use/Non Residential,Interior Alterations,600,KING,ST,W,M5V,10224000,S1032,2017-09-19,2017-11-21,,Inspection,Proposed interior alterations to convert existing retail space into a  temporary LCBO store. ,"600,KING,ST W M5V",POINT (-79.399961 43.644746),6561,6624,
1946,17 235302 BLD,New Houses,SFD - Detached,New Building,63,ATHABASKA,AVE, ,M2M,484725,N1823,2017-09-19,2017-11-01,,Inspection,Two storey dwelling with attached garage and finished basement,"63,ATHABASKA,AVE   M2M",POINT (-79.414776 43.796288),6561,6604,
1947,17 236195 BLD,New Houses,SFD - Detached,New Building,91,OLD FOREST HILL,RD, ,M5P,847935,S1225,2017-09-20,2017-11-06,,Inspection,Proposal to demolish existing dwelling and construct new 2 storey detached single family dwelling with integral garage.,"91,OLD FOREST HILL,RD   M5P",POINT (-79.418946 43.699807),6562,6609,
1948,17 236574 BLD,New Building,Apartment Building,New Building,49,THE DONWAY, ,W,M3C,568403,N1626,2017-09-21,2021-09-30,,Inspection,"32 storey residential building containing 425 dwelling units with ground floor retail (1,696.22sqm), residential amenity and common areas on the ground and 8th floor and a green roof above a 5 level parking garage - Don Mills - Rodeo Drive - Tower B2  See also 17 236652 (Building D)","49,THE DONWAY,  W M3C",POINT (-79.34386 43.732421),6563,8033,
1949,17 236652 BLD,New Building,Apartment Building,New Building,49,THE DONWAY, ,W,M3C,568403,N1626,2017-09-21,2021-09-30,,Inspection,"16 storey residential building containing 208 dwelling units which includes 8 residential townhouses that are part of the condominium and are interconnected with a ground floor corridor to the residential lobby, ground floor retail (871.2 sqm) and a green roof above a 2 level parking garage - Don Mills - Rodeo Drive - Tower D  See also 17 236574 (tower B2).  Linked with Tower B2 via P1 and P2 levels","49,THE DONWAY,  W M3C",POINT (-79.34386 43.732421),6563,8033,
1950,17 236685 BLD,New Houses,SFD - Detached,New Building,43,HARLOW,CRES, ,M9V,1005928,W0124,2017-09-21,2017-10-12,,Inspection,Constrtuct new 2 storey sfd,"43,HARLOW,CRES   M9V",POINT (-79.570326 43.74097),6563,6584,
1951,17 237585 BLD,New Houses,SFD - Detached,New Building,73,VANDERHOOF,AVE, ,M4G,36171,N1531,2017-09-22,2017-11-06,,Inspection,"Proposal to construct a new 2 storey SFD-detached dwelling.  See also 17 237571 DEM, 16 110518 ZZC and 16 189592 MV.","73,VANDERHOOF,AVE   M4G",POINT (-79.364814 43.711443),6564,6609,
1952,17 239756 B01,New Houses,SFD - Detached,New Building Certified - Lead,102,TREEVIEW,DR, ,###,30105386,W0331,2017-09-27,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Alderbrae C30A-FR"". Certified #17 206883 000 00 CE.","102,TREEVIEW,DR   ###",POINT (-79.535262 43.610153),6569,6647,
1953,17 239756 B02,New Houses,SFD - Detached,New Building-Certified,94,TREEVIEW,DR, ,###,30105394,W0331,2017-09-27,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Alderbrae C30A-FR"". Certified #17 206883 000 00 CE.","94,TREEVIEW,DR   ###",POINT (-79.535124 43.609853),6569,6647,
1954,17 239756 B04,New Houses,SFD - Detached,New Building-Certified,74,TREEVIEW,DR, ,###,30105388,W0331,2017-09-27,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Alderbrae C30A-FR"". Certified #17 206883 000 00 CE.","74,TREEVIEW,DR   ###",POINT (-79.534785 43.609092),6569,6647,
1955,17 240161 B01,New Houses,SFD - Detached,New Building Certified - Lead,100,TREEVIEW,DR, ,###,30105387,W0331,2017-09-28,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Roseland C30B-CN"". Certified #17 207706 000 00 CE.","100,TREEVIEW,DR   ###",POINT (-79.535231 43.61008),6570,6647,
1956,17 240161 B02,New Houses,SFD - Detached,New Building-Certified,86,TREEVIEW,DR, ,###,30105397,W0331,2017-09-28,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Roseland C30B-CN"". Certified #17 207706 000 00 CE.","86,TREEVIEW,DR   ###",POINT (-79.535007 43.609539),6570,6647,
1957,17 240395 B01,New Houses,SFD - Detached,New Building Certified - Lead,96,TREEVIEW,DR, ,###,30105392,W0331,2017-09-28,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Roseland C30B-EM"". Certified #17 207716 000 00 CE.","96,TREEVIEW,DR   ###",POINT (-79.535155 43.60993),6570,6647,
1958,17 240395 B02,New Houses,SFD - Detached,New Building-Certified,84,TREEVIEW,DR, ,###,30105396,W0331,2017-09-28,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Roseland C30B-EM"". Certified #17 207716 000 00 CE.","84,TREEVIEW,DR   ###",POINT (-79.534976 43.609464),6570,6647,
1959,17 240806 BLD,New Houses,SFD - Detached,New Building,137,GOULDING,AVE, ,M2M,522526,N1822,2017-09-29,2018-10-02,,Inspection,Proposal to construct a new 2 storey single family dwelling and demolish the existing 1 storey single family dwelling,"137,GOULDING,AVE   M2M",POINT (-79.430111 43.789274),6571,6939,
1960,17 241520 B01,New Houses,SFD - Detached,New Building Certified - Lead,92,TREEVIEW,DR, ,###,30105400,W0331,2017-10-02,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Woodbury  C30C-CN"". Certified #17 207720 000 00 CE.","92,TREEVIEW,DR   ###",POINT (-79.535104 43.609773),6574,6647,
1961,17 241520 B02,New Houses,SFD - Detached,New Building-Certified,76,TREEVIEW,DR, ,###,30105389,W0331,2017-10-02,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Woodbury  C30C-CN"". Certified #17 207720 000 00 CE.","76,TREEVIEW,DR   ###",POINT (-79.534824 43.609168),6574,6647,
1962,17 241522 B01,New Houses,SFD - Detached,New Building Certified - Lead,98,TREEVIEW,DR, ,###,30105390,W0331,2017-10-02,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Woodbury  C30C-FR"". Certified #17 207728 000 00 CE.","98,TREEVIEW,DR   ###",POINT (-79.535196 43.610005),6574,6647,
1963,17 241522 B02,New Houses,SFD - Detached,New Building-Certified,90,TREEVIEW,DR, ,###,30105399,W0331,2017-10-02,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Woodbury  C30C-FR"". Certified #17 207728 000 00 CE.","90,TREEVIEW,DR   ###",POINT (-79.53507 43.609696),6574,6647,
1964,17 241522 B03,New Houses,SFD - Detached,New Building-Certified,80,TREEVIEW,DR, ,###,30105393,W0331,2017-10-02,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Woodbury  C30C-FR"". Certified #17 207728 000 00 CE.","80,TREEVIEW,DR   ###",POINT (-79.534905 43.609306),6574,6647,
1965,17 241522 B04,New Houses,SFD - Detached,New Building-Certified,72,TREEVIEW,DR, ,###,30105385,W0331,2017-10-02,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Woodbury  C30C-FR"". Certified #17 207728 000 00 CE.","72,TREEVIEW,DR   ###",POINT (-79.534746 43.609018),6574,6647,
1966,17 241524 B01,New Houses,SFD - Detached,New Building Certified - Lead,88,TREEVIEW,DR, ,###,30105398,W0331,2017-10-02,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Alderbrae  C30A-CN"". Certified #17 206849 000 00 CE.","88,TREEVIEW,DR   ###",POINT (-79.535034 43.609621),6574,6647,
1967,17 241524 B02,New Houses,SFD - Detached,New Building-Certified,78,TREEVIEW,DR, ,###,30105391,W0331,2017-10-02,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Alderbrae  C30A-CN"". Certified #17 206849 000 00 CE.","78,TREEVIEW,DR   ###",POINT (-79.534867 43.609233),6574,6647,
1968,17 241535 B01,New Houses,SFD - Detached,New Building Certified - Lead,306,VALERMO,DR, ,###,30105401,W0331,2017-10-02,2018-06-21,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Begonia C38C-EM"". Certified #17 208508 000 00 CE.","306,VALERMO,DR   ###",POINT (-79.534326 43.609186),6574,6836,
1969,17 241535 B02,New Houses,SFD - Detached,New Building-Certified,300,VALERMO,DR, ,M8W,30030967,W0331,2017-10-02,2018-06-21,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Begonia C38C-EM"". Certified #17 208508 000 00 CE.","300,VALERMO,DR   M8W",POINT (-79.53388 43.609294),6574,6836,
1970,17 241535 B03,New Houses,SFD - Detached,New Building-Certified,292,VALERMO,DR, ,M8W,30105410,W0331,2017-10-02,2018-06-21,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Begonia C38C-EM"". Certified #17 208508 000 00 CE.","292,VALERMO,DR   M8W",POINT (-79.533316 43.609412),6574,6836,
1971,17 241538 B01,New Houses,SFD - Detached,New Building Certified - Lead,304,VALERMO,DR, ,###,30105402,W0331,2017-10-02,2018-06-21,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Begonia C38C-FR"". Certified #17 208546 000 00 CE.","304,VALERMO,DR   ###",POINT (-79.534164 43.609222),6574,6836,
1972,17 241538 B02,New Houses,SFD - Detached,New Building-Certified,298,VALERMO,DR, ,M8W,30105412,W0331,2017-10-02,2018-06-21,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Begonia C38C-FR"". Certified #17 208546 000 00 CE.","298,VALERMO,DR   M8W",POINT (-79.533751 43.609319),6574,6836,
1973,17 241538 B03,New Houses,SFD - Detached,New Building-Certified,288,VALERMO,DR, ,M8W,30105408,W0331,2017-10-02,2018-06-21,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Begonia C38C-FR"". Certified #17 208546 000 00 CE.","288,VALERMO,DR   M8W",POINT (-79.533025 43.609477),6574,6836,
1974,17 241544 B01,New Houses,SFD - Detached,New Building Certified - Lead,302,VALERMO,DR, ,###,30105413,W0331,2017-10-02,2018-06-21,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Begonia C38C-CN"". Certified #17 208492 000 00 CE.","302,VALERMO,DR   ###",POINT (-79.534021 43.609255),6574,6836,
1975,17 241544 B02,New Houses,SFD - Detached,New Building-Certified,294,VALERMO,DR, ,M8W,30105411,W0331,2017-10-02,2018-06-21,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Begonia C38C-CN"". Certified #17 208492 000 00 CE.","294,VALERMO,DR   M8W",POINT (-79.533454 43.609383),6574,6836,
1976,17 241546 B01,New Houses,SFD - Detached,New Building Certified - Lead,296,VALERMO,DR, ,M8W,30105419,W0331,2017-10-02,2017-12-15,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Westleigh C38D-CN"". Certified #17 208573 000 00 CE.","296,VALERMO,DR   M8W",POINT (-79.533597 43.609346),6574,6648,
1977,17 241546 B02,New Houses,SFD - Detached,New Building-Certified,290,VALERMO,DR, ,M8W,30105409,W0331,2017-10-02,2017-12-15,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Westleigh C38D-CN"". Certified #17 208573 000 00 CE.","290,VALERMO,DR   M8W",POINT (-79.533169 43.609445),6574,6648,
1978,17 241557 BLD,New Houses,SFD - Detached,New Building-Certified,286,VALERMO,DR, ,M8W,30105407,W0331,2017-10-02,2017-12-15,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Avalon C38A-FR"". Certified #17 208362 000 00 CE.","286,VALERMO,DR   M8W",POINT (-79.532883 43.609506),6574,6648,
1979,17 241561 BLD,New Houses,SFD - Detached,New Building-Certified,284,VALERMO,DR, ,M8W,30105403,W0331,2017-10-02,2017-12-15,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Orianna C38B-EM"". Certified #17 208570 000 00 CE.","284,VALERMO,DR   M8W",POINT (-79.53274 43.609533),6574,6648,
1980,17 242274 BLD,New Houses,SFD - Detached,New Building,120,GLENDORA,AVE, ,M2N,521077,N1828,2017-10-03,2017-11-01,,Inspection,Two storey dwelling with attached garage at grade,"120,GLENDORA,AVE   M2N",POINT (-79.403392 43.760776),6575,6604,
1981,17 243976 BLD,New Houses,SFD - Detached,New Building,82,AVONHURST,RD, ,M9A,985300,W0321,2017-10-05,2018-01-11,,Inspection,"Proposal for a new, 2 storey, single family dwelling","82,AVONHURST,RD   M9A",POINT (-79.534752 43.648495),6577,6675,
1982,17 246400 BLD,New Houses,SFD - Detached,New Building,70,GILGORM,RD, ,M5N,809766,N0833,2017-10-12,2018-04-26,,Inspection,Proposal to demolish existing dwelling and construct new 3 storey detached single family dwelling with integral garage.,"70,GILGORM,RD   M5N",POINT (-79.418054 43.705527),6584,6780,
1983,17 247118 BLD,New Houses,SFD - Detached,New Building,405,GLENAYR,RD, ,M5P,811927,S1225,2017-10-13,2017-10-25,,Inspection,Construction of a new 3 storey masonry single family dwelling.,"405,GLENAYR,RD   M5P",POINT (-79.420304 43.69846),6585,6597,
1984,17 247221 BLD,New Houses,SFD - Detached,New Building,96,CHILTERN HILL,RD, ,M6C,55336,S1224,2017-10-13,2017-11-01,,Inspection,Proposal to construct a new 2 storey single family dwelling and demolish the existing 2 storey single family dwelling ,"96,CHILTERN HILL,RD   M6C",POINT (-79.426336 43.695998),6585,6604,
1985,17 248754 BLD,New Building,Parking Garage,New Building,45,OAKLANDS,AVE, ,M4V,8457001,S1238,2017-10-23,2020-08-19,,Permit Issued,"New parking garage to serve townhouse dwelling units to be constructed under related permit 17 248756 and 17 248757, Blocks 1&2. ","45,OAKLANDS,AVE   M4V",POINT (-79.398678 43.680664),6595,7626,
1986,17 248755 BLD,New Building,Parking Garage,New Building,45,OAKLANDS,AVE, ,M4V,8457001,S1238,2017-10-23,2020-08-19,,Inspection,"New parking garage to serve townhouse dwelling units to be constructed under related permit 17 248758 and 17 248759, Blocks 3 &4 . ","45,OAKLANDS,AVE   M4V",POINT (-79.398678 43.680664),6595,7626,
1987,17 249289 B02,New Houses,SFD - Semi-Detached,New Building-Certified,23,VAUDEVILLE,DR, ,###,30105483,W0331,2017-10-18,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Hallmark CSSB-FR"". Certified #17 208829 000 00 CE.","23,VAUDEVILLE,DR   ###",POINT (-79.533468 43.609632),6590,6647,
1988,17 249289 B03,New Houses,SFD - Semi-Detached,New Building-Certified,37,VAUDEVILLE,DR, ,###,30105494,W0331,2017-10-18,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Hallmark CSSB-FR"". Certified #17 208829 000 00 CE.","37,VAUDEVILLE,DR   ###",POINT (-79.532872 43.609786),6590,6647,
1989,17 249289 B04,New Houses,SFD - Semi-Detached,New Building-Certified,45,VAUDEVILLE,DR, ,###,30105498,W0331,2017-10-18,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Hallmark CSSB-FR"". Certified #17 208829 000 00 CE.","45,VAUDEVILLE,DR   ###",POINT (-79.53257 43.609992),6590,6647,
1990,17 249293 B01,New Houses,SFD - Semi-Detached,New Building Certified - Lead,3,VAUDEVILLE,DR, ,###,30105473,W0331,2017-10-18,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Hallmark CSSB-EM"". Certified #17 208827 000 00 CE.","3,VAUDEVILLE,DR   ###",POINT (-79.534351 43.609429),6590,6647,
1991,17 249293 B02,New Houses,SFD - Semi-Detached,New Building-Certified,21,VAUDEVILLE,DR, ,###,30105482,W0331,2017-10-18,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Hallmark CSSB-EM"". Certified #17 208827 000 00 CE.","21,VAUDEVILLE,DR   ###",POINT (-79.533578 43.609617),6590,6647,
1992,17 249293 B03,New Houses,SFD - Semi-Detached,New Building-Certified,39,VAUDEVILLE,DR, ,###,30105495,W0331,2017-10-18,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Hallmark CSSB-EM"". Certified #17 208827 000 00 CE.","39,VAUDEVILLE,DR   ###",POINT (-79.532757 43.609797),6590,6647,
1993,17 249293 B04,New Houses,SFD - Semi-Detached,New Building-Certified,47,VAUDEVILLE,DR, ,###,30105499,W0331,2017-10-18,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Hallmark CSSB-EM"". Certified #17 208827 000 00 CE.","47,VAUDEVILLE,DR   ###",POINT (-79.53254 43.610057),6590,6647,
1994,17 249306 B01,New Houses,SFD - Semi-Detached,New Building Certified - Lead,5,VAUDEVILLE,DR, ,###,30105474,W0331,2017-10-18,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Belvia CSSA-TA"". Certified #17 208798 000 00 CE.","5,VAUDEVILLE,DR   ###",POINT (-79.534274 43.609461),6590,6647,
1995,17 249306 B02,New Houses,SFD - Semi-Detached,New Building-Certified,19,VAUDEVILLE,DR, ,###,30105481,W0331,2017-10-18,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Belvia CSSA-TA"". Certified #17 208798 000 00 CE.","19,VAUDEVILLE,DR   ###",POINT (-79.533641 43.609596),6590,6647,
1996,17 249306 B03,New Houses,SFD - Semi-Detached,New Building-Certified,25,VAUDEVILLE,DR, ,###,30105488,W0331,2017-10-18,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Belvia CSSA-TA"". Certified #17 208798 000 00 CE.","25,VAUDEVILLE,DR   ###",POINT (-79.533401 43.609659),6590,6647,
1997,17 249306 B04,New Houses,SFD - Semi-Detached,New Building-Certified,43,VAUDEVILLE,DR, ,###,30105497,W0331,2017-10-18,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Belvia CSSA-TA"". Certified #17 208798 000 00 CE.","43,VAUDEVILLE,DR   ###",POINT (-79.532561 43.609887),6590,6647,
1998,17 249532 BLD,New Building,Mixed Use/Res w Non Res,New Building,1630,QUEEN,ST,E,M4L,856012,S1937,2017-10-18,2019-05-30,,Inspection,Proposal to construct a 6-storey mixed-use building with 89 residential units with retail at grade. A total of 55 parking spaces are proposed in an underground parking garage.,"1630,QUEEN,ST E M4L",POINT (-79.315957 43.66666),6590,7179,
1999,17 249695 B01,New Houses,SFD - Semi-Detached,New Building Certified - Lead,7,VAUDEVILLE,DR, ,###,30105475,W0331,2017-10-18,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Belvia CSSA-EM"". Certified #17 208790 000 00 CE.","7,VAUDEVILLE,DR   ###",POINT (-79.534177 43.609476),6590,6647,
2000,17 249695 B02,New Houses,SFD - Semi-Detached,New Building-Certified,17,VAUDEVILLE,DR, ,###,30105480,W0331,2017-10-18,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Belvia CSSA-EM"". Certified #17 208790 000 00 CE.","17,VAUDEVILLE,DR   ###",POINT (-79.533744 43.609575),6590,6647,
2001,17 249695 B03,New Houses,SFD - Semi-Detached,New Building-Certified,27,VAUDEVILLE,DR, ,###,30105489,W0331,2017-10-18,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Belvia CSSA-EM"". Certified #17 208790 000 00 CE.","27,VAUDEVILLE,DR   ###",POINT (-79.533289 43.609675),6590,6647,
2002,17 249695 B04,New Houses,SFD - Semi-Detached,New Building-Certified,41,VAUDEVILLE,DR, ,###,30105496,W0331,2017-10-18,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Belvia CSSA-EM"". Certified #17 208790 000 00 CE.","41,VAUDEVILLE,DR   ###",POINT (-79.532643 43.609841),6590,6647,
2003,17 249730 B01,New Houses,SFD - Semi-Detached,New Building Certified - Lead,9,VAUDEVILLE,DR, ,###,30105476,W0331,2017-10-18,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Hallmark CSSB-CN1"". Certified #17 208819 000 00 CE.","9,VAUDEVILLE,DR   ###",POINT (-79.534103 43.609503),6590,6647,
2004,17 249730 B02,New Houses,SFD - Semi-Detached,New Building-Certified,35,VAUDEVILLE,DR, ,###,30105493,W0331,2017-10-18,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Hallmark CSSB-CN1"". Certified #17 208819 000 00 CE.","35,VAUDEVILLE,DR   ###",POINT (-79.532935 43.609759),6590,6647,
2005,17 249755 B01,New Houses,SFD - Semi-Detached,New Building Certified - Lead,11,VAUDEVILLE,DR, ,###,30105477,W0331,2017-10-18,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Hallmark CSSB-CN"". Certified #17 208809 000 00 CE.","11,VAUDEVILLE,DR   ###",POINT (-79.533999 43.609517),6590,6647,
2006,17 249755 B02,New Houses,SFD - Semi-Detached,New Building-Certified,33,VAUDEVILLE,DR, ,###,30105492,W0331,2017-10-18,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Hallmark CSSB-CN"". Certified #17 208809 000 00 CE.","33,VAUDEVILLE,DR   ###",POINT (-79.533049 43.609739),6590,6647,
2007,17 249771 B01,New Houses,SFD - Semi-Detached,New Building Certified - Lead,13,VAUDEVILLE,DR, ,###,30105478,W0331,2017-10-18,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Belvia CSSA-CN"". Certified #17 208779 000 00 CE.","13,VAUDEVILLE,DR   ###",POINT (-79.533919 43.609533),6590,6647,
2008,17 249771 B02,New Houses,SFD - Semi-Detached,New Building-Certified,31,VAUDEVILLE,DR, ,###,30105491,W0331,2017-10-18,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Belvia CSSA-CN"". Certified #17 208779 000 00 CE.","31,VAUDEVILLE,DR   ###",POINT (-79.533114 43.60972),6590,6647,
2009,17 249791 B01,New Houses,SFD - Semi-Detached,New Building Certified - Lead,15,VAUDEVILLE,DR, ,###,30105479,W0331,2017-10-18,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Belvia CSSA-CN1"". Certified #17 208783 000 00 CE.","15,VAUDEVILLE,DR   ###",POINT (-79.533821 43.609547),6590,6647,
2010,17 249791 B02,New Houses,SFD - Semi-Detached,New Building-Certified,29,VAUDEVILLE,DR, ,###,30105490,W0331,2017-10-18,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Belvia CSSA-CN1"". Certified #17 208783 000 00 CE.","29,VAUDEVILLE,DR   ###",POINT (-79.533216 43.609698),6590,6647,
2011,17 249791 B03,New Houses,SFD - Semi-Detached,New Building-Certified,51,VAUDEVILLE,DR, ,###,30105501,W0331,2017-10-18,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Belvia CSSA-CN1"". Certified #17 208783 000 00 CE.","51,VAUDEVILLE,DR   ###",POINT (-79.532593 43.610194),6590,6647,
2012,17 249809 B01,New Houses,SFD - Semi-Detached,New Building Certified - Lead,53,VAUDEVILLE,DR, ,###,30105502,W0331,2017-10-18,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Bellman CSDB-CN"". Certified #17 209053 000 00 CE.","53,VAUDEVILLE,DR   ###",POINT (-79.532686 43.610259),6590,6647,
2013,17 249988 B01,New Houses,SFD - Semi-Detached,New Building Certified - Lead,55,VAUDEVILLE,DR, ,###,30105503,W0331,2017-10-19,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Bellman CSDB-CN1"". Certified #17 209062 000 00 CE.","55,VAUDEVILLE,DR   ###",POINT (-79.532697 43.610317),6591,6647,
2014,17 249988 B02,New Houses,SFD - Semi-Detached,New Building-Certified,4,VAUDEVILLE,DR, ,###,30105453,W0331,2017-10-19,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Bellman CSDB-CN1"". Certified #17 209062 000 00 CE.","4,VAUDEVILLE,DR   ###",POINT (-79.534511 43.609802),6591,6647,
