Permit_Num,Permit_Type,Structure_Type,Work,Street_Num,Street_Name,Street_Type,Street_Direction,Postal,Geo_Id,Ward_Grid,Application_Date,Issued_Date,Completed_Date,Status,Description,Est_Const_Cost,Address,Coordinates,Ward_Index,Ward
11 292714 BLD,Building Additions/Alterations,Recreational,Interior Alterations,1,HAWKSBURY,DR, ,M2K,7941482.0,N1725,2011-10-14,2011-11-07,,Inspection,Bayview Tennis Club - Hawksbury Park - Int. Alt. on ground floor and new exterior.,85000,1 HAWKSBURY DR   M2K,POINT (-79.383244 43.771784),18.0,Don Valley North
11 309893 BLD,Building Additions/Alterations,Club,Interior Alterations,2350-2374,BAYVIEW,AVE, ,M2L,14188903.0,N1523,2011-11-15,2012-02-07,,Inspection,Granite Club - Level 1 Catering office alteration,20000,2350-2374 BAYVIEW AVE   M2L,,,
11 310036 BLD,Building Additions/Alterations,Museum,Interior Alterations,100,QUEEN'S PARK, , ,M5S,8408487.0,S1135,2011-11-15,2011-12-16,,Inspection,permit for interior alterations to existing museam - install a temporary warming kitchen on ground level south east section of building,70000,100 QUEEN'S PARK     M5S,POINT (-79.394212 43.667795),3.0,University-Rosedale
11 310510 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,2351,KENNEDY,RD, ,M1T,,E2229,2011-11-16,2011-12-14,,Permit Issued,ass new w/c to existing hair salon,5000,2351 KENNEDY RD   M1T,POINT (-79.288555 43.784401),10.0,Scarborough-Agincourt
11 326848 BLD,New Building,Recreational,New Building,65,MARY CHAPMAN,BLVD, ,###,30014353.0,W0733,2011-12-15,2012-05-24,,Inspection,Proposal to construct new one storey recreational building for new community park.,150000,65 MARY CHAPMAN BLVD   ###,POINT (-79.534951 43.732367),0.0,Humber River-Black Creek
12 105240 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,100,WESTERN BATTERY,RD, ,###,14639583.0,S1027,2012-01-12,2012-02-01,,Inspection,Proposal to construct new hair salon in retail space (Unit 7).,100000,100 WESTERN BATTERY RD   ###,POINT (-79.415794 43.639622),24.0,Spadina-Fort York
12 105777 BLD,Building Additions/Alterations,Recreational,Interior Alterations,1880-1890,EGLINTON,AVE,E,M1L,6511791.0,E2131,2012-01-13,2012-04-17,,Inspection,Interior alterations to new Goodlife Fitness centre,250000,1880-1890 EGLINTON AVE E M1L,POINT (-79.299486 43.725528),9.0,Scarborough Centre
12 136606 BLD,Building Additions/Alterations,Stadium,Interior Alterations,1,BLUE JAYS,WAY, ,M5V,5866193.0,S1036,2012-03-14,2012-03-19,,Inspection,"Proposal for interior alterations to suite 469, level 4 - Roger's Centre.",100000,1 BLUE JAYS WAY   M5V,POINT (-79.389371 43.642179),24.0,Spadina-Fort York
12 138766 BLD,Building Additions/Alterations,Recreational,Interior Alterations,23,GRANDRAVINE,DR, ,###,7369114.0,N0625,2012-03-19,2012-05-07,,Inspection,"Grandravine Community Centre interior alteration to rink slab, new elevator, washroom upgrades",1200000,23 GRANDRAVINE DR   ###,POINT (-79.489717 43.751757),1.0,York Centre
12 140855 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,3577,SHEPPARD,AVE,E,M1T,30011450.0,E2231,2012-03-22,2012-04-13,,Permit Issued,interior alterations to existing hair salon,20000,3577 SHEPPARD AVE E M1T,POINT (-79.298951 43.780351),10.0,Scarborough-Agincourt
12 168276 BLD,Building Additions/Alterations,Art Gallery,Interior Alterations,960,ST CLAIR,AVE,W,M6E,12116133.0,S0928,2012-05-07,2012-06-28,,Permit Issued,"Interior alterations to basement and ground floor walls and floors of mixed use building. New tenant. Private community art gallery, not for profit. Sell art and artifacts,.",25000,960 ST CLAIR AVE W M6E,POINT (-79.436245 43.679727),20.0,Davenport
12 174535 BLD,Building Additions/Alterations,Recreational,Interior Alterations,2150,BLOOR,ST,W,M6S,773523.0,S0427,2012-05-16,2013-10-09,,Inspection,Interior alterations to existing unit to create a yoga studio,65000,2150 BLOOR ST W M6S,POINT (-79.473414 43.652008),13.0,Parkdale-High Park
12 197519 BLD,Building Additions/Alterations,Recreational,Interior Alterations,5100,YONGE,ST, ,M2N,3841975.0,N1824,2012-06-21,2012-08-08,,Permit Issued,Repairs and upgrades to Douglas Snow Aquatic Centre.,1095000,5100 YONGE ST   M2N,POINT (-79.414889 43.767268),2.0,Willowdale
12 211939 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,3700,MIDLAND,AVE, ,M1V,,E2224,2012-07-16,2012-08-01,,Permit Issued,construct interior alterations for hair salon,50000,3700 MIDLAND AVE   M1V,POINT (-79.293321 43.814989),10.0,Scarborough-Agincourt
12 223849 BLD,Building Additions/Alterations,Recreational,Interior Alterations,1278,ST CLAIR,AVE,W,M6E,8680027.0,S0924,2012-08-03,2012-09-21,,Inspection,Interior alterations to existing vacant space to create Yoga Studio. New skylights UNIT 202,30000,1278 ST CLAIR AVE W M6E,POINT (-79.447273 43.677322),20.0,Davenport
12 235987 BLD,Building Additions/Alterations,Museum,Interior Alterations,100,QUEEN'S PARK, , ,M5S,8408487.0,S1135,2012-08-27,2012-11-16,,Permit Issued,"This is for interior alterations to the second floor to the ""INVERTEBRATE ZOOLOGY LAB"". This is the Royal Ontario Museum. This will also include HVAC.",400000,100 QUEEN'S PARK     M5S,POINT (-79.394212 43.667795),3.0,University-Rosedale
12 260121 BLD,New Building,Retail Mall/Plaza,New Building,3757,KEELE,ST, ,M3J,532879.0,N0623,2013-08-28,2013-11-01,,Revision Issued,Two storey WalMart. Revision to the parkade ceiling to add a finished metal ceiling below the sprayed concrete beams at teh central part and around the perimeter of the parkade. ,15000000,3757 KEELE ST   M3J,POINT (-79.488811 43.757813),1.0,York Centre
12 279047 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,2329-2361,BRIMLEY,RD, ,M1S,312774.0,E2328,2012-11-14,2013-01-16,,Inspection,"interior alterations to hair salon Unit 4 ""Handicraft Hair Salon""",40000,2329-2361 BRIMLEY RD   M1S,,,
12 290486 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,1212,YONGE,ST, ,M4T,14069107.0,S1238,2012-12-07,2013-03-27,,Inspection,Proposal for interior alterations to the 2nd and 3rd floor to convert office space to gym/fitness centre.,250000,1212 YONGE ST   M4T,POINT (-79.391852 43.681829),12.0,Toronto-St. Paul's
12 291177 BLD,Building Additions/Alterations,Recreational,Interior Alterations,4386,SHEPPARD,AVE,E,M1S,385458.0,E2327,2012-12-10,2015-03-30,,Inspection,construct interior alterations for recreational uses (social club) no gambling,50000,4386 SHEPPARD AVE E M1S,POINT (-79.270655 43.787478),7.0,Scarborough North
12 294911 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,890,YONGE,ST, ,M4W,8680072.0,S1128,2012-12-17,2013-01-18,,Inspection,"Proposal for interior alterations to existing vacant space to convert to Hair Salon on ground floor of existing building Unit 101 ""The Private World of Mary Tripi"" (250.8m2)",500000,890 YONGE ST   M4W,POINT (-79.388427 43.673468),3.0,University-Rosedale
13 103924 BLD,Building Additions/Alterations,Stadium,Interior Alterations,1,BLUE JAYS,WAY, ,M5V,5866193.0,S1036,2013-01-10,2013-02-12,,Inspection,"Proposal for interior alterations to levels 300 and 400 adjacent to Blue Jays executive offices, between gates 7 and 9 (close to gate 9) to create meeting space.",350000,1 BLUE JAYS WAY   M5V,POINT (-79.389371 43.642179),24.0,Spadina-Fort York
13 106995 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,700,LAWRENCE,AVE,W,M6A,10335561.0,N0823,2013-01-16,2013-03-28,,Inspection,"Minor interior alterations, interior demolition, installation of roof top unit to Unit 235 ""Lawrence Square"".",75000,700 LAWRENCE AVE W M6A,POINT (-79.447434 43.716935),17.0,Eglinton-Lawrence
13 107961 BLD,Building Additions/Alterations,Club,Interior Alterations,28,DUNLACE,DR, ,M2L,9963198.0,N1522,2013-01-18,2013-01-28,,Inspection,Dunlace Park - Renovation to Tennis Clubhouse,100000,28 DUNLACE DR   M2L,POINT (-79.368588 43.762663),11.0,Don Valley West
13 116040 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,25,THE WEST MALL, , ,M9C,3327188.0,W0324,2013-02-05,2013-03-06,,Inspection,"Interior alterations to Unit 1173A for ""Total Image Salon""",60000,25 THE WEST MALL     M9C,POINT (-79.55721 43.611956),15.0,Etobicoke-Lakeshore
13 116651 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,801,LAKE SHORE,BLVD,E,M4M,2689033.0,S1443,2013-02-06,2013-02-21,,Inspection,"Proposal for interior alterations to existing fitness centre - ""Mayfair Fitness""",350000,801 LAKE SHORE BLVD E M4M,POINT (-79.337613 43.653438),23.0,Toronto-Danforth
13 123816 BLD,Building Additions/Alterations,Recreational,Interior Alterations,256,CENTENNIAL PARK,RD, ,M9C,7472090.0,W0225,2013-02-22,2013-04-08,,Inspection,"Interior alterations to ski chalet including new stairs, door and frame replacements, new counters in washrooms, interior building repairs, new emergency lighting",160000,256 CENTENNIAL PARK RD   M9C,POINT (-79.586864 43.657319),16.0,Etobicoke Centre
13 129532 BLD,New Building,Recreational,New Building,348,NAIRN,AVE, ,###,1369949.0,S0922,2013-03-07,2013-05-06,,Permit Issued,"Construct new accessory control room building, a CSO (Combined Sewer Overflow ) for underground storm water management facility in Charles Caccia Park. ",250000,348 NAIRN AVE   ###,POINT (-79.453932 43.688366),20.0,Davenport
13 133212 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,45,CAMDEN,ST, ,M5V,7930752.0,S1029,2013-03-14,2013-04-22,,Inspection,Proposal for a new fitness centre   (commercial school) in basement of existing 2 storey office building. Scope of work will include creating new change rooms.,75000,45 CAMDEN ST   M5V,POINT (-79.397763 43.646784),24.0,Spadina-Fort York
13 140016 BLD,New Building,Stadium,New Building,4700,KEELE,ST, ,M3J,20029109.0,W0726,2013-03-25,2013-11-13,,Inspection,Athletics Out-door Stadium - Pan Am Games - York University,34000000,4700 KEELE ST   M3J,POINT (-79.502338 43.77341),0.0,Humber River-Black Creek
13 142149 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,2199,BLOOR,ST,W,M6S,10250165.0,S0431,2013-03-28,2013-06-11,,Inspection,"Interior alterations on second and third floors + rooftop occupancy for a proposed fitness studio ""Equilibre Fitness"".",200000,2199 BLOOR ST W M6S,POINT (-79.475239 43.651128),13.0,Parkdale-High Park
13 157951 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,100,SUNRISE,AVE, ,M4A,8609214.0,N1631,2013-04-26,2013-08-08,,Inspection,Interior renovations to unit 119 for Boxing Club.,200000,100 SUNRISE AVE   M4A,POINT (-79.308998 43.718619),19.0,Don Valley East
13 160985 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,85,LAIRD,DR, ,M4G,27231.0,N1532,2013-05-02,2013-06-10,,Inspection,Power Yoga Canada - Second floor Unit 5,76750,85 LAIRD DR   M4G,POINT (-79.360954 43.705758),11.0,Don Valley West
13 164050 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,384,YONGE,ST, ,###,1.0,S1145,2013-05-07,2013-05-27,,Inspection,"Proposal for interior alterations for hair salon to existing  unit on concourse level (unit 89) of existing building. Tenant ""Hair by Hai""",25000,384 YONGE ST   ###,POINT (-79.382559 43.659308),3.0,University-Rosedale
13 191936 BLD,Building Additions/Alterations,Art Gallery,Interior Alterations,317,DUNDAS,ST,W,M5T,796549.0,S1024,2013-06-20,2013-06-27,,Inspection,Minor interior alterations to existing washrooms on the ground level.  Art Gallery of Ontario.,150000,317 DUNDAS ST W M5T,POINT (-79.392573 43.65352),24.0,Spadina-Fort York
13 192041 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,1201,DUNDAS,ST,E,M4M,30022894.0,S1435,2013-06-20,2013-07-04,,Inspection,"Proposal for interior alterations in unit E-103 on the ground floor of existing multi-use builidng for a yoga studio (""Iyengar Yoga""). Convenience address is 1193 Dundas St E. ",30000,1201 DUNDAS ST E M4M,POINT (-79.340945 43.66478),23.0,Toronto-Danforth
13 201881 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,101,YORKVILLE,AVE, ,M5R,9531814.0,S1128,2013-07-10,2013-08-07,,Permit Issued,"Proposal for interior alterations to lower level unit 1 of existing building for a fitness center ""Evolution Fitness"" (222.50m2)",60000,101 YORKVILLE AVE   M5R,POINT (-79.392313 43.670573),3.0,University-Rosedale
13 203022 BLD,Building Additions/Alterations,Recreational,Interior Alterations,934,ST CLAIR,AVE,W,M6C,14075252.0,S0928,2013-07-11,2013-08-27,,Work Not Started,"Interior alteration on second floor for ""commercial school"" as per b/l 438-86 (yoga studio). (fb-Aug 24/13)",30000,934 ST CLAIR AVE W M6C,POINT (-79.435105 43.679948),20.0,Davenport
13 204812 BLD,Building Additions/Alterations,Recreational,Interior Alterations,14,TEMPERANCE,ST, ,###,8677073.0,S1333,2013-07-16,2013-07-29,,Inspection,Proposed maintenance system upgrades and structural repairs for The Cloud Conservatory,100000,14 TEMPERANCE ST   ###,POINT (-79.379711 43.651081),21.0,Toronto Centre
13 219896 BLD,New Building,Retail Mall/Plaza,New Building,150,NORTH QUEEN,ST, ,M9C,5999354.0,W0324,2013-08-13,2013-11-27,,Inspection,"Construct new multi retail building with (7) units #100 - 106. Building D, Parcel C",1300000,150 NORTH QUEEN ST   M9C,POINT (-79.554553 43.61979),15.0,Etobicoke-Lakeshore
13 227697 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,2714,YONGE,ST, ,M4N,14123597.0,N0829,2013-08-28,2013-09-26,,Inspection,Interior Alterations to new Hair Salon Prayosa.,30000,2714 YONGE ST   M4N,POINT (-79.400943 43.717601),17.0,Eglinton-Lawrence
13 237190 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,500,GLENCAIRN,AVE, ,M6B,2893671.0,N0827,2013-09-17,2013-09-23,,Inspection,Interior alteration for nail & spa,80000,500 GLENCAIRN AVE   M6B,POINT (-79.428391 43.712506),17.0,Eglinton-Lawrence
13 252195 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,4335,BLOOR,ST,W,M9C,7929926.0,W0233,2013-10-17,2013-10-24,,Inspection,"Interior alterations to ground floor of vacant space to create new space for Hair salon, nail salon and esthetics. UNIT 2",40000,4335 BLOOR ST W M9C,POINT (-79.575912 43.630991),16.0,Etobicoke Centre
13 258252 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,4801,STEELES,AVE,W,M9L,,W0723,2013-10-29,2013-11-06,,Inspection,"Interior alterations to vacant space to create space for new tenant *Salon Ka Pri*  hair salon (""personal service"").",20000,4801 STEELES AVE W M9L,POINT (-79.541522 43.770778),0.0,Humber River-Black Creek
14 111850 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,950,DIXON,RD, ,M9W,3599992.0,W0132,2014-01-31,2014-02-24,,Permit Issued,Interior Alterations to existing Fitness Centre.,150000,950 DIXON RD   M9W,POINT (-79.598711 43.687291),14.0,Etobicoke North
14 119476 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,121,DUNDAS,ST,W,M5G,7792424.0,S1025,2014-02-20,2014-03-26,,Inspection,Construct interior alterations for YOGA TREE (253.9m2). (PHASE 2) ,101560,121 DUNDAS ST W M5G,POINT (-79.384451 43.655341),24.0,Spadina-Fort York
14 143275 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,110,EGLINTON,AVE,E,M4P,800600.0,S1221,2014-04-15,2014-07-22,,Inspection,Proposal to construct interior alterations to the existing fitness centre.,100000,110 EGLINTON AVE E M4P,POINT (-79.395301 43.707807),12.0,Toronto-St. Paul's
14 144359 BLD,Building Additions/Alterations,Recreational,Interior Alterations,3701,DANFORTH,AVE, ,M1N,325505.0,E2035,2014-04-17,2014-07-08,,Inspection,"Proposal for interior alterations to the washrooms on the ground floor, ""Variety Village""",60000,3701 DANFORTH AVE   M1N,POINT (-79.257226 43.698594),5.0,Scarborough Southwest
14 151810 BLD,Building Additions/Alterations,Recreational,Interior Alterations,1200,LANSDOWNE,AVE, ,M6H,8680315.0,S0926,2014-05-05,2014-06-16,,Inspection,Proposal for interior alterations to existing 1 storey washroom building at Earlscourt Park - Building #7,320000,1200 LANSDOWNE AVE   M6H,POINT (-79.449301 43.672371),20.0,Davenport
14 154330 BLD,Building Additions/Alterations,Gymnasium,Interior Alterations,319,YONGE,ST, ,###,,S1328,2014-05-09,2014-06-09,,Permit Issued,"To complete interior alterations to the existing office space and gym ""Goodlife Fitness""",50000,319 YONGE ST   ###,POINT (-79.380911 43.65677),21.0,Toronto Centre
14 154359 BLD,Building Additions/Alterations,Gymnasium,Interior Alterations,7,ISABELLA,ST, ,M4Y,14208625.0,S1322,2014-05-09,2014-06-24,,Inspection,"To complete interior alterations to the existing ""Hone Fitness"" centre.",300000,7 ISABELLA ST   M4Y,POINT (-79.385067 43.667467),21.0,Toronto Centre
14 179644 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,3855,CHESSWOOD,DR, ,M3J,498907.0,N0623,2014-06-24,2014-08-01,,Inspection,Interior Alterations to MAYFAIR CLUBS,80000,3855 CHESSWOOD DR   M3J,POINT (-79.47333 43.757462),1.0,York Centre
14 187609 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,400,WELLINGTON,ST,W,M5V,14621574.0,S1032,2014-07-09,2014-10-02,,Inspection,Proposal for interior alterations to the ground floor - unit 2 - for new hair salon in existing mixed use building.,10000,400 WELLINGTON ST W M5V,POINT (-79.396007 43.644122),24.0,Spadina-Fort York
14 204522 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,1515,GERRARD,ST,E,M4L,7793634.0,S1439,2014-08-11,2014-09-25,,Inspection,Proposal for interior alterations to vacant 2nd floor for new fitness centre. Ground floor uses consist of a Cafe and convienence store.,65000,1515 GERRARD ST E M4L,POINT (-79.319473 43.672692),23.0,Toronto-Danforth
14 210389 BLD,Building Additions/Alterations,Gymnasium,Interior Alterations,750,SPADINA,AVE, ,M5S,8418224.0,S1134,2014-08-22,2014-08-25,,Permit Issued,"Proposal for interior alterations to the gymnasium in existing community centre - ""Miles Nadal Jewish Community Center Toronto""",20000,750 SPADINA AVE   M5S,POINT (-79.404065 43.666215),3.0,University-Rosedale
14 210450 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,1830,THE QUEENSWAY, , ,M9C,13516363.0,W0324,2014-08-22,2014-09-08,,Inspection,To complete interior alterations to the existing Hair Salon.,165000,1830 THE QUEENSWAY     M9C,POINT (-79.559288 43.615087),15.0,Etobicoke-Lakeshore
14 251028 BLD,New Building,Recreational,New Building,3145,LAKE SHORE,BLVD,W,###,8985269.0,W0335,2014-11-13,2015-01-20,,Inspection,Construct a metal look-out structure to replace existing wood look-out structure.,195000,3145 LAKE SHORE BLVD W ###,POINT (-79.515284 43.598104),15.0,Etobicoke-Lakeshore
14 251169 BLD,Building Additions/Alterations,Recreational,Interior Alterations,79,WELLINGTON,ST,W,###,7929313.0,S1034,2014-11-13,2015-03-09,,Inspection,Partial interior alteration to Toronto Athletic Club on 36-th floor to construct mirrored wall and relocate 2 sprinkler heads.,11000,79 WELLINGTON ST W ###,POINT (-79.381188 43.646636),24.0,Spadina-Fort York
14 264413 BLD,Building Additions/Alterations,Recreational,Interior Alterations,3262,MIDLAND,AVE, ,M1V,,E2224,2014-12-15,2015-01-22,,Inspection,"WUYI CANTONESE ASSOCIATION IS A NON-PROFIT ORGANIZATION. IT IS THE 1ST OWNER OF THIS CONDOMINIUM UNIT IN ONE STORY CONDOMINIUM BUILDING. THIS UNIT WILL BE USED AS A CHATTING AND PLAYING PLACE FOR THE MEMBERS OF THE ASSOCIATION. THERE WILL BE ROUGHLY 12 MEMBERS IN USE. TWO WASHROOMS, 1 VESTIBULE, AND 1 PANTRY ARE PROPOSED. HAVC AND PLUMBING ALTERATION ARE PROPOSED AT THE SAME TIME.",30000,3262 MIDLAND AVE   M1V,POINT (-79.290252 43.804331),10.0,Scarborough-Agincourt
14 268821 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,1388,QUEEN,ST,W,M6K,857021.0,S0435,2014-12-31,2015-01-14,,Inspection,Interior Alterations to a new Nail Salon,50000,1388 QUEEN ST W M6K,POINT (-79.433739 43.641378),13.0,Parkdale-High Park
15 122835 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,2123,LAKE SHORE,BLVD,W,M8V,7570860.0,W0337,2015-03-02,2015-04-29,,Inspection,"Interior alterations - first time occupancy to Unit #3 (Ground Floor), to create new Beauty Salon / Spa.",70000,2123 LAKE SHORE BLVD W M8V,POINT (-79.511413 43.599433),15.0,Etobicoke-Lakeshore
15 138655 BLD,Building Additions/Alterations,Museum,Interior Alterations,67,POTTERY,RD, ,M4K,10833995.0,S1421,2015-04-09,2015-05-22,,Inspection,Proposed interior alterations within existing brewery building      HAP folder approved,500000,67 POTTERY RD   M4K,POINT (-79.360336 43.686366),23.0,Toronto-Danforth
15 147101 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,4128-4140,BATHURST,ST, ,M3H,14188788.0,N0629,2015-04-27,2015-06-19,,Permit Issued,Propose interior alteration for nail salon,30000,4128-4140 BATHURST ST   M3H,POINT (-79.436657 43.746779),1.0,York Centre
15 150927 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,1200,CASTLEFIELD,AVE, ,M6B,54826.0,N0830,2015-05-04,2015-08-06,,Inspection,New fitness centre,416800,1200 CASTLEFIELD AVE   M6B,POINT (-79.456463 43.699963),17.0,Eglinton-Lawrence
15 203273 BLD,Building Additions/Alterations,Recreational,Interior Alterations,901,COSBURN,AVE, ,M4C,6427653.0,S1926,2015-08-07,2015-09-04,,Inspection,"Proposal to increase the size of the existing shaft, installing a new limited use access elevator, new elevator machine room, and a new canopy over existing vestibule - ""East York Curling Club""",267000,901 COSBURN AVE   M4C,POINT (-79.313634 43.696628),4.0,Beaches-East York
15 210515 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,199,BAY,ST, ,###,8087354.0,S1337,2015-08-21,2015-09-15,,Permit Issued,Renovate men and woman's saunas.,93000,199 BAY ST   ###,POINT (-79.379565 43.648235),21.0,Toronto Centre
15 235030 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,267,RICHMOND,ST,W,M5V,10223856.0,S1030,2015-10-08,2015-10-22,,Inspection,"Proposal for interior alterations to existing fitness centre - ""Goodlife Fitness""",50000,267 RICHMOND ST W M5V,POINT (-79.391665 43.648744),24.0,Spadina-Fort York
15 235045 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,319,YONGE,ST, ,###,,S1328,2015-10-08,2015-10-28,,Permit Issued,Proposal for interior alterations to add laundry services to the existing fitness centre.,50000,319 YONGE ST   ###,POINT (-79.380911 43.65677),21.0,Toronto Centre
15 246414 BLD,Building Additions/Alterations,Recreational,Interior Alterations,1181,VICTORIA PARK,AVE, ,M4B,394837.0,E2021,2015-11-03,2016-03-01,,Permit Issued,Proposal to create an opening within the existing demising wall on the ground and basement level between (2) units to create (1) unit to create a martial arts studio.  Also refer to 16-111658 BLD.,8000,1181 VICTORIA PARK AVE   M4B,POINT (-79.296253 43.710298),5.0,Scarborough Southwest
15 249940 BLD,Building Additions/Alterations,Recreational,Interior Alterations,989,MURRAY ROSS,PKWY, ,M3J,13497190.0,W0726,2015-11-10,2015-11-30,,Permit Issued,Alterations for structural platform to be modified to suit footprint of ice rink condenser replacement at  Canlan Ice Sports at York University.,20000,989 MURRAY ROSS PKWY   M3J,POINT (-79.513735 43.774596),0.0,Humber River-Black Creek
15 254638 BLD,Building Additions/Alterations,Club,Interior Alterations,40,BEATTIE,AVE, ,###,12547111.0,W0131,2015-11-20,2016-01-18,,Inspection,Proposed interior accessibility renovations and window replacement on existing clubhouse.,4300000,40 BEATTIE AVE   ###,POINT (-79.545749 43.7271),14.0,Etobicoke North
16 111658 BLD,Building Additions/Alterations,Recreational,Interior Alterations,1183,VICTORIA PARK,AVE, ,M4B,394838.0,E2021,2016-02-02,2016-03-01,,Permit Issued,Proposal to create an opening within the existing demising wall on the ground and basement level between (2) units to create (1) unit to create a martial arts studio.  Also refer to 15-246414 BLD.,8000,1183 VICTORIA PARK AVE   M4B,POINT (-79.296272 43.710342),5.0,Scarborough Southwest
16 120423 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,1391,GERRARD,ST,E,M4L,808877.0,S1439,2016-02-25,2016-04-05,,Inspection,Proposal for interior alterations to convert existing 1 storey commercial building to a fitmess centre.,50000,1391 GERRARD ST E M4L,POINT (-79.324257 43.671557),23.0,Toronto-Danforth
16 121263 BLD,Building Additions/Alterations,Club,Interior Alterations,2350-2374,BAYVIEW,AVE, ,M2L,14188903.0,N1523,2016-02-26,2016-03-14,,Inspection,"interior alterations to door entry, relocation of reception desk and provision of servery space",250000,2350-2374 BAYVIEW AVE   M2L,,,
16 135545 BLD,Building Additions/Alterations,Club,Interior Alterations,44,PRICE,ST, ,M4W,854828.0,S1129,2016-04-04,2016-04-20,,Inspection,Proposal for interior alterations to resurface the existing indoor tennis court and shoring to stockpile the removed clay surface. - Toronto Lawn Tennis Club,525000,44 PRICE ST   M4W,POINT (-79.388754 43.680552),3.0,University-Rosedale
16 143190 BLD,Building Additions/Alterations,Museum,Interior Alterations,317,DUNDAS,ST,W,M5T,796549.0,S1024,2016-04-20,2016-05-24,,Permit Issued,Alteration of existing washroom/storage area on the ground floor of the building to install two new convenience washrooms at the same location.  Replacement of existing plumbing fixtures.  Replacement of existing washroom fans (refer to attached archival mechanical drawings for reference only).  Replacement of existing electric wall heaters.,30000,317 DUNDAS ST W M5T,POINT (-79.392573 43.65352),24.0,Spadina-Fort York
16 151473 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,204,QUEEN,ST,W,M5V,10486628.0,S1024,2016-05-06,2016-06-06,,Inspection,"Proposed interior alterations to convert existing 2nd floor restaurant to a hair & beauty salon, ""Muse Hair & Beauty Salon"".",50000,204 QUEEN ST W M5V,POINT (-79.389123 43.650622),24.0,Spadina-Fort York
16 158144 BLD,Building Additions/Alterations,Performing Arts Centre,Interior Alterations,67,POTTERY,RD, ,M4K,10833995.0,S1421,2016-05-18,2016-06-02,,Inspection,Proposed alterations (75m2) to existing reception and box office area - Papermill Theatre and Art Gallery,190000,67 POTTERY RD   M4K,POINT (-79.360336 43.686366),23.0,Toronto-Danforth
16 165944 BLD,Building Additions/Alterations,Club,Interior Alterations,2350-2374,BAYVIEW,AVE, ,M2L,14188903.0,N1523,2016-06-01,2016-06-30,,Inspection,"Proposal for interior alterations to Level 1B of an existing club - ""The Granite Club""",1500000,2350-2374 BAYVIEW AVE   M2L,,,
16 195522 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,1881,STEELES,AVE,W,M3H,3327205.0,N0622,2016-07-22,2016-10-14,,Inspection,"Convert the existing retail store to a fitness centre , unit A01003A - Orangetheory Fitness",200000,1881 STEELES AVE W M3H,POINT (-79.468722 43.786369),1.0,York Centre
16 205460 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,3201,EGLINTON,AVE,E,###,8947250.0,E2433,2016-08-11,2016-08-26,,Inspection,"Interior alterations to existing Good Life Fitness centre - new ceiling, new rooftop unit",50000,3201 EGLINTON AVE E ###,POINT (-79.21808 43.743061),8.0,Scarborough-Guildwood
