Permit_Num,Permit_Type,Structure_Type,Work,Street_Num,Street_Name,Street_Type,Street_Direction,Postal,Geo_Id,Ward_Grid,Application_Date,Issued_Date,Completed_Date,Status,Description,Est_Const_Cost,Address,Coordinates,Ward_Index,Ward
10 221087 BLD,Building Additions/Alterations,Hospital,Interior Alterations,600,UNIVERSITY,AVE, ,M5G,7792698.0,S1144,2010-07-15,2010-07-21,,Inspection,permit for interior alterations to existing hospital lab - level 8 - 3 labs on South east Corner of Floor 8 - Mount Sinai,150000,600 UNIVERSITY AVE   M5G,POINT (-79.390445 43.657536),3.0,University-Rosedale
10 227106 BLD,Building Additions/Alterations,Hospital,Interior Alterations,600,UNIVERSITY,AVE, ,M5G,7792698.0,S1144,2010-07-23,2010-09-08,,Inspection,Proposal for interior alterations to level 6 diagnostic laboratory for Mount Sinai Hospital (480m2).,2000000,600 UNIVERSITY AVE   M5G,POINT (-79.390445 43.657536),3.0,University-Rosedale
10 229951 BLD,Building Additions/Alterations,Secondary School,Interior Alterations,10,DENFIELD,ST, ,M9R,996285.0,W0221,2010-07-28,2010-09-13,,Inspection,Interior alteration to barrier free washrooms on ground floor.,24000,10 DENFIELD ST   M9R,POINT (-79.555489 43.679019),16.0,Etobicoke Centre
10 233510 BLD,Building Additions/Alterations,Secondary School,Interior Alterations,62,GOODERHAM,DR, ,M1R,339096.0,E2126,2010-08-05,2010-08-30,,Inspection,"Relocate 2 sets of interior stairs, relocate inverter room",100000,62 GOODERHAM DR   M1R,POINT (-79.305303 43.748663),9.0,Scarborough Centre
10 234351 BLD,Building Additions/Alterations,University,Interior Alterations,150,COLLEGE,ST, ,M5S,7793159.0,S1139,2010-08-06,2010-09-10,,Inspection,Proposal for interior alterations to Mechanical Engineering Building for University of Toronto (275m2).Convenience address: 5 King's College Road,250000,150 COLLEGE ST   M5S,POINT (-79.392367 43.660019),3.0,University-Rosedale
10 235577 BLD,Building Additions/Alterations,Secondary School,Interior Alterations,477,MOUNT PLEASANT,RD, ,M4S,844859.0,N1534,2010-08-09,2011-03-14,,Inspection,Permit for interior alterations to existing secondary school,100000,477 MOUNT PLEASANT RD   M4S,POINT (-79.38654 43.700983),11.0,Don Valley West
10 236637 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,27,REAN,DR, ,M2K,20055823.0,N1729,2010-08-10,2010-08-31,,Inspection,Unit 7 and 8 -  Arthur Murray Dance Studio,45000,27 REAN DR   M2K,POINT (-79.382128 43.767649),18.0,Don Valley North
10 242854 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,160,KENDAL,AVE, ,M5R,7994619.0,S1236,2010-08-19,2010-09-01,,Inspection,"Interior alterations to existing classrooms and offices at Georeg Brown College.  Rooms D109, C303, and C401.",100000,160 KENDAL AVE   M5R,POINT (-79.411049 43.676021),12.0,Toronto-St. Paul's
10 243451 BLD,Building Additions/Alterations,Hospital,Interior Alterations,4001,LESLIE,ST, ,M2K,536800.0,N1729,2010-08-20,2010-09-08,,Inspection,4th Floor - Family Medicine Department,250000,4001 LESLIE ST   M2K,POINT (-79.362455 43.769623),18.0,Don Valley North
10 246738 BLD,Building Additions/Alterations,University,Interior Alterations,4700,KEELE,ST, ,M3J,20029109.0,W0726,2010-08-25,2010-10-08,,Inspection,New Redemising of unit RU27 - BLDG 383 to bring back to shell condition,50000,4700 KEELE ST   M3J,POINT (-79.502338 43.77341),0.0,Humber River-Black Creek
10 249148 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,16,HAILEYBURY,DR, ,M1K,341682.0,E2134,2010-08-30,2010-09-28,,Permit Issued,interior classroom upgrade,80000,16 HAILEYBURY DR   M1K,POINT (-79.260124 43.745717),9.0,Scarborough Centre
10 249965 BLD,Building Additions/Alterations,Secondary School,Interior Alterations,7,HAWKSDALE,RD, ,M3K,525550.0,N0628,2010-08-31,2010-09-16,,Inspection,Tronto District School Board unit 129 ground floor,100000,7 HAWKSDALE RD   M3K,POINT (-79.479517 43.730868),1.0,York Centre
10 251024 BLD,Building Additions/Alterations,Hospital,Interior Alterations,600,UNIVERSITY,AVE, ,M5G,7792698.0,S1144,2010-09-01,2010-10-01,,Inspection,Proposal for interior alterations to level 5  for the removal and replacement of 2 existing MRI units located at Mount Sinai Hospital.,750000,600 UNIVERSITY AVE   M5G,POINT (-79.390445 43.657536),3.0,University-Rosedale
10 260115 BLD,Building Additions/Alterations,University,Interior Alterations,40,ST GEORGE,ST, ,M5S,6350053.0,S1139,2010-09-17,2010-09-28,,Inspection,"This is for interior alterations to portions of the 3rd, 4th and 5th floors of the University of Toronto Bahen Centre for information technology.",1850000,40 ST GEORGE ST   M5S,POINT (-79.397155 43.659719),3.0,University-Rosedale
10 260386 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,1,THORNCLIFFE PARK,DR, ,M4H,8680821.0,N1533,2010-09-17,2010-12-09,,Inspection,Yoga Studio on the ground floor unit 1,100000,1 THORNCLIFFE PARK DR   M4H,POINT (-79.351396 43.705461),11.0,Don Valley West
10 264816 BLD,Building Additions/Alterations,Child Care Facility/DayCare Centre,Interior Alterations,90-100,BRIDGELAND,AVE, ,M6A,5604573.0,N0822,2010-09-24,2011-02-23,,Inspection,Int. Alt. to convert a portion of the warehouse into a play centre- Kintetix Play Centre ,60000,90-100 BRIDGELAND AVE   M6A,,,
10 268917 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,1,MACNAUGHTON,RD, ,M4G,10223034.0,N1531,2010-09-30,2011-02-22,,Inspection,Interior Alterations to add one new washroom on the first floor and add one new ramp along west exterior of building  and one new elevator.,120000,1 MACNAUGHTON RD   M4G,POINT (-79.372299 43.705509),11.0,Don Valley West
10 273321 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,1255,SHEPPARD,AVE,E,M2K,14021091.0,N1729,2010-10-07,2010-10-19,,Permit Issued,New door opening in basement and ground floor,10000,1255 SHEPPARD AVE E M2K,POINT (-79.365451 43.770603),18.0,Don Valley North
10 278296 BLD,New Building,Elementary School,New Building,33,AMARILLO,DR, ,M1J,301461.0,E2136,2010-10-15,2012-01-10,,Inspection,construct new 3 storey elementary school,7900000,33 AMARILLO DR   M1J,POINT (-79.232876 43.747693),9.0,Scarborough Centre
10 282970 BLD,Building Additions/Alterations,University,Interior Alterations,500,UNIVERSITY,AVE, ,M5G,12601290.0,S1144,2010-10-22,2010-11-22,,Inspection,"Proposal for interior alterations to 3rd and 5th floors for the ""Department of Family and Community Medicine"" for the University of Toronto.  Area for interior alterations is 1625m2, and area for new sprinklers is 2049.2m2 (which encompasses interior alterations).",2500000,500 UNIVERSITY AVE   M5G,POINT (-79.389164 43.655424),3.0,University-Rosedale
10 290871 BLD,Building Additions/Alterations,Child Care Facility/DayCare Centre,Interior Alterations,2978,ISLINGTON,AVE, ,M9L,8492510.0,W0721,2010-11-03,2010-11-15,,Permit Issued,Proposed interior alterations to existing daycare to alter existing partition walls of three existing playrooms.,10000,2978 ISLINGTON AVE   M9L,POINT (-79.571219 43.758654),0.0,Humber River-Black Creek
10 292943 BLD,Building Additions/Alterations,Student Residence,Interior Alterations,45,WILLCOCKS,ST, ,M5S,14242676.0,S1139,2010-11-08,2010-11-29,,Permit Issued,Proposal for interior alterations to office space on the ground floor of existing student residence building for the University of Toronto.,100000,45 WILLCOCKS ST   M5S,POINT (-79.400761 43.661186),3.0,University-Rosedale
10 297915 BLD,Building Additions/Alterations,University,Interior Alterations,150,COLLEGE,ST, ,M5S,7793159.0,S1139,2010-11-17,2010-11-26,,Inspection,CONVENIENCE ADDRESS IS 21 Kings College Circle.  minor interior alterations to second and third floor of existing university classroom space - U of T.,125000,150 COLLEGE ST   M5S,POINT (-79.392367 43.660019),3.0,University-Rosedale
10 300464 BLD,Building Additions/Alterations,Secondary School,Interior Alterations,991,ST CLAIR,AVE,W,M6E,12116136.0,S0928,2010-11-22,2010-12-22,,Inspection,Proposal to convert existing swimming pool to training room. Existing building is Secondary School.,300000,991 ST CLAIR AVE W M6E,POINT (-79.436382 43.678665),20.0,Davenport
10 303908 BLD,Building Additions/Alterations,Hospital,Interior Alterations,30,BOND,ST, ,M5B,773891.0,S1332,2010-11-26,2010-12-08,,Inspection,Permit for interior alterations to existing hospital building - Floor 7 - (Cardinal Carter) - Room 7-0018 - Existing CATH LAB,300000,30 BOND ST   M5B,POINT (-79.377682 43.653656),21.0,Toronto Centre
10 312002 BLD,Building Additions/Alterations,Hospital,Interior Alterations,60,MURRAY,ST, ,M5T,845809.0,S1144,2010-12-10,2010-12-16,,Inspection,Minor interior alterations on level 5 to convert from office space to exam rooms.  Mount Sinai Hospital.,185500,60 MURRAY ST   M5T,POINT (-79.391679 43.657895),3.0,University-Rosedale
10 317250 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,1792,BIRCHMOUNT,RD, ,M1P,13377060.0,E2122,2010-12-20,2011-07-18,,Inspection,interior alterations to Place of Worship in a portion of an existing industrial building.,50000,1792 BIRCHMOUNT RD   M1P,POINT (-79.292158 43.7653),9.0,Scarborough Centre
10 319985 BLD,Building Additions/Alterations,Hospital,Interior Alterations,610,UNIVERSITY,AVE, ,M5G,13498043.0,S1144,2010-12-24,2011-02-25,,Inspection,Proposal for interior alterations to basemnet medical office. Princess Margret Hospital.,50000,610 UNIVERSITY AVE   M5G,POINT (-79.390408 43.65813),3.0,University-Rosedale
11 103121 BLD,Building Additions/Alterations,Hospital,Interior Alterations,200,ELIZABETH,ST, ,M5G,7792529.0,S1145,2011-01-07,2011-01-13,,Permit Issued,"Proposal for interior alterations to first floor of the ""York - UHN Academy"" (85m2).",150000,200 ELIZABETH ST   M5G,POINT (-79.387245 43.659224),3.0,University-Rosedale
11 103228 BLD,Building Additions/Alterations,Secondary School,Interior Alterations,100,PRINCESS,AVE, ,M2N,3310442.0,N1826,2011-01-07,2011-01-20,,Inspection,Phase II - Room 160,100000,100 PRINCESS AVE   M2N,POINT (-79.405966 43.769609),2.0,Willowdale
11 106984 BLD,Building Additions/Alterations,Hospital,Interior Alterations,150,GERRARD,ST,W,M5G,7792536.0,S1145,2011-01-14,2011-01-21,,Inspection,"Proposal for interior alterations to existing office space on the 1st floor, Norman Urquhart Wing of the Toronto General hospital.  Convenience address is 200 Elizabeth St.",300000,150 GERRARD ST W M5G,POINT (-79.387921 43.658104),3.0,University-Rosedale
11 110454 BLD,Building Additions/Alterations,Hospital,Interior Alterations,150,KILGOUR,RD, ,M4G,12601205.0,N1529,2011-01-20,2011-02-23,,Inspection,Interior Alterations to partial 4th floor renovations to Holland Bloorview Kids Rehab research Facilities.,800000,150 KILGOUR RD   M4G,POINT (-79.373849 43.718564),11.0,Don Valley West
11 112796 BLD,Building Additions/Alterations,Hospital,Interior Alterations,399,BATHURST,ST, ,M5T,9086232.0,S1143,2011-01-24,2011-01-27,,Inspection,This is for interior alterations to the 6th and 9th floor to add two(2) handsinks to the patient rooms  located on the West side of the 6th floor and 9th floor on the South side of the floor.,30000,399 BATHURST ST   M5T,POINT (-79.405688 43.653095),3.0,University-Rosedale
11 118157 BLD,Building Additions/Alterations,University,Interior Alterations,100,ST GEORGE,ST, ,M5S,873385.0,S1139,2011-02-01,2011-04-05,,Inspection,Proposal for interior alterations to the lower level of the University of Toronto.  Scope of work includes HVAC system air handling upgrade and new demising wall.,370000,100 ST GEORGE ST   M5S,POINT (-79.398794 43.662488),3.0,University-Rosedale
11 120067 BLD,Building Additions/Alterations,Hospital,Interior Alterations,60,MURRAY,ST, ,M5T,845809.0,S1144,2011-02-04,2011-02-17,,Inspection,Permit for interior alterations to existing hospital exam room - Floor 1 - Room 1114. - CT SCAN ROOM,150000,60 MURRAY ST   M5T,POINT (-79.391679 43.657895),3.0,University-Rosedale
11 125040 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,111,SUNRISE,AVE, ,M4A,8609177.0,S1923,2011-02-11,2013-08-07,,Inspection,Interior Alterations to a Place of Worship Zon Apostolic Church of Jesus Christ.Addition to existing building as per revised plans submitted,40000,111 SUNRISE AVE   M4A,POINT (-79.309068 43.717517),4.0,Beaches-East York
11 127376 BLD,Building Additions/Alterations,Hospital,Interior Alterations,30,BOND,ST, ,M5B,773891.0,S1332,2011-02-16,2011-02-25,,Inspection,"This is for interior alterations to the basement level of ""ST. MICHAEL'S HOSPITAL"". This is for new rooms including an MRI room. This proposal includes HVAC and Plumbing.",2100000,30 BOND ST   M5B,POINT (-79.377682 43.653656),21.0,Toronto Centre
11 133825 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,122,NORTH QUEEN,ST, ,M8Z,1021839.0,W0324,2011-02-25,2011-04-07,,Inspection,Interior alterations due to conversion of an existing mezzanine from storage to office/library use within an existing place of worship.,15000,122 NORTH QUEEN ST   M8Z,POINT (-79.550067 43.620828),15.0,Etobicoke-Lakeshore
11 136482 BLD,Building Additions/Alterations,University,Interior Alterations,4700,KEELE,ST, ,M3J,20029109.0,W0726,2011-03-02,2011-03-07,,Inspection,"Convert storage area to washroom on ground floor, new counters to second and third floor - Vari Hall - York University",150000,4700 KEELE ST   M3J,POINT (-79.502338 43.77341),0.0,Humber River-Black Creek
11 140380 BLD,Building Additions/Alterations,Hospital,Interior Alterations,610,UNIVERSITY,AVE, ,M5G,13498043.0,S1144,2011-03-08,2011-07-04,,Permit Issued,Make interior alterations and equipment change to Linac 1 and 2  on basement 2 level,750000,610 UNIVERSITY AVE   M5G,POINT (-79.390408 43.65813),3.0,University-Rosedale
11 141290 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,60,PARK LANE,CRCL, ,M3C,7684096.0,N1528,2011-03-09,2011-03-24,,Inspection,"To room 20, 23 and 24 - Park lane Public School",150000,60 PARK LANE CRCL   M3C,POINT (-79.36682 43.728924),11.0,Don Valley West
11 141435 BLD,Building Additions/Alterations,Secondary School,Interior Alterations,125,CHATSWORTH,DR, ,M4R,8344129.0,N0829,2011-03-09,2011-05-05,,Inspection,Interior Alterations Toronto District School Board on the 2nd floor unit 209.,150000,125 CHATSWORTH DR   M4R,POINT (-79.410442 43.722231),17.0,Eglinton-Lawrence
11 142991 BLD,Building Additions/Alterations,University,Interior Alterations,150,COLLEGE,ST, ,M5S,7793159.0,S1139,2011-03-11,2011-03-31,,Inspection,"Proposal for interior alterations to existing office space on the second floor of the Medical Science Building, Wing C. - University of Toronto.  Convenience address is 1 Kings College Circle.",988806,150 COLLEGE ST   M5S,POINT (-79.392367 43.660019),3.0,University-Rosedale
11 149316 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,1255,SHEPPARD,AVE,E,M2K,14021091.0,N1729,2011-03-21,2011-04-06,,Permit Issued,Addition of an interior door to the ground floor of the Canadian College of Naturopathic Medicine,10000,1255 SHEPPARD AVE E M2K,POINT (-79.365451 43.770603),18.0,Don Valley North
11 152409 BLD,Building Additions/Alterations,Secondary School,Interior Alterations,800,GREENWOOD,AVE, ,M4J,6624393.0,S1427,2011-03-23,2011-04-26,,Inspection,"Proposal for interior alterations to ground floor classrooms in existing secondary school., "" Danforth Collegiate Institute"".",250000,800 GREENWOOD AVE   M4J,POINT (-79.334093 43.682847),23.0,Toronto-Danforth
11 174459 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,205,HUMBER COLLEGE,BLVD, ,M9W,12387605.0,W0125,2011-04-14,2011-06-07,,Inspection,"Proposed interior alterations to convert existing ""Harvey's"" restaurant to a ""Tim Hortons"" restaurant with more than (30) seats within building ""E"" at Humber College.",193000,205 HUMBER COLLEGE BLVD   M9W,POINT (-79.60684 43.729167),14.0,Etobicoke North
11 176109 BLD,Building Additions/Alterations,University,Interior Alterations,100,MC CAUL,ST, ,M5T,14606896.0,S1024,2011-04-15,2011-05-30,,Inspection,Proposal for interior alterations to third level of OCAD University (160m2).,250000,100 MC CAUL ST   M5T,POINT (-79.391306 43.653084),24.0,Spadina-Fort York
11 176131 BLD,New Building,Elementary School,New Building,75,OASIS,BLVD, ,###,14248664.0,E2325,2011-04-15,2011-08-19,,Inspection,Construct three storey Catholic elementary school,8000000,75 OASIS BLVD   ###,POINT (-79.233853 43.830365),7.0,Scarborough North
11 176378 BLD,Building Additions/Alterations,Hospital,Interior Alterations,60,MURRAY,ST, ,M5T,845809.0,S1144,2011-04-15,2011-04-28,,Inspection,Proposal for interior alterations to existing labratory space on the 1st floor of Mount Sinai Hospital.,65000,60 MURRAY ST   M5T,POINT (-79.391679 43.657895),3.0,University-Rosedale
11 181385 BLD,Building Additions/Alterations,Hospital,Interior Alterations,610,UNIVERSITY,AVE, ,M5G,13498043.0,S1144,2011-04-26,2011-05-05,,Inspection,Proposal for interior alterations to existing clinic/laboratory at Princess Margaret Hospital.PMH - 18B - New Drug Development and Clinical Research Unit.,350000,610 UNIVERSITY AVE   M5G,POINT (-79.390408 43.65813),3.0,University-Rosedale
11 184739 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,1300,LESLIE,ST, ,M3C,4301081.0,N1528,2011-04-29,2011-05-16,,Inspection,Franciscan Church of St. Bonaventure - Main floor church and Parish Hall,995000,1300 LESLIE ST   M3C,POINT (-79.355647 43.731789),11.0,Don Valley West
11 196501 BLD,Building Additions/Alterations,Hospital,Interior Alterations,610,UNIVERSITY,AVE, ,M5G,13498043.0,S1144,2011-05-17,2011-05-30,,Inspection,Proposal for interior alterations to existing exam rooms on the 3rd floor of Princess Margaret Hospital.,150000,610 UNIVERSITY AVE   M5G,POINT (-79.390408 43.65813),3.0,University-Rosedale
11 197546 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,1750,FINCH,AVE,E,M2J,515776.0,N1722,2011-05-18,2011-07-04,,Inspection,Seneca College - Newham Campus - Building D 1st Floor,850000,1750 FINCH AVE E M2J,POINT (-79.348991 43.795789),18.0,Don Valley North
11 198591 BLD,Building Additions/Alterations,Secondary School,Interior Alterations,225,SENLAC,RD, ,M2R,14121615.0,N1824,2011-05-19,2011-07-20,,Inspection,"Willowdale Middle School - Renovation to Science and Technology Room, and Music Room",300000,225 SENLAC RD   M2R,POINT (-79.426092 43.769784),2.0,Willowdale
11 211555 BLD,Building Additions/Alterations,Secondary School,Interior Alterations,2365,BAYVIEW,AVE, ,M2L,487616.0,N1524,2011-06-06,2011-07-05,,Inspection,"Crescent School - Level 100, 200 and 400 - Music, Art, and Robotics rooms",1000000,2365 BAYVIEW AVE   M2L,POINT (-79.378898 43.732989),11.0,Don Valley West
11 212356 BLD,New Building,Elementary School,New Building,610,RODING,ST, ,M3M,557216.0,N0627,2011-06-07,2011-10-14,,Inspection,Three storey elementary school consisting of 28 classrooms - St. Conrad Elementary School,10589000,610 RODING ST   M3M,POINT (-79.493469 43.729574),1.0,York Centre
11 217614 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,8,METROPOLITAN,RD, ,M1R,7497233.0,E2122,2011-06-13,2011-07-25,,Inspection,interior alterations to create new w/c & storage area in basement,15000,8 METROPOLITAN RD   M1R,POINT (-79.302298 43.768343),9.0,Scarborough Centre
11 220137 BLD,Building Additions/Alterations,Secondary School,Interior Alterations,120,GALLOWAY,RD, ,M1E,336715.0,E2432,2011-06-16,2011-06-30,,Inspection,"Interior alterations to classroom, adding partition walls, washroom and sinks",100000,120 GALLOWAY RD   M1E,POINT (-79.194898 43.758907),8.0,Scarborough-Guildwood
11 227024 BLD,Building Additions/Alterations,Hospital,Interior Alterations,3050,LAWRENCE,AVE,E,M1P,9638452.0,E2130,2011-06-24,2011-10-07,,Permit Issued,"Interior alterations to 8th floor of existing Scarborough General Hospital.  Convert patient space to office space for finance dept, including plumbing and some duct work",350000,3050 LAWRENCE AVE E M1P,POINT (-79.247505 43.756157),9.0,Scarborough Centre
11 228835 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,81,RANLEIGH,AVE, ,M4N,7792874.0,N1525,2011-06-28,2011-07-05,,Inspection,Bedford Park Junior Public School - Alteration to handrail and Tactile Warning Surfaces,70000,81 RANLEIGH AVE   M4N,POINT (-79.400155 43.727831),11.0,Don Valley West
11 229770 BLD,New Building,Elementary School,New Building,20,COULES,CRT, ,M8W,8676980.0,W0330,2011-06-29,2012-08-22,,Inspection,Proposed new two storey elementary school building on site of existing demolished elementary school.  ROLL 4498-2CC-COL4-ROW3,7349000,20 COULES CRT   M8W,POINT (-79.550126 43.608379),15.0,Etobicoke-Lakeshore
11 231567 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,101,MILDENHALL,RD, ,M4N,11541515.0,N1523,2011-07-04,2011-08-18,,Inspection,Toronto French School - Ground floor convert classroom 113 into two classrooms 113 and 112,75000,101 MILDENHALL RD   M4N,POINT (-79.386599 43.729319),11.0,Don Valley West
11 235857 BLD,Building Additions/Alterations,Hospital,Interior Alterations,3030,BIRCHMOUNT,RD, ,M1W,4616608.0,E2222,2011-07-11,2011-08-08,,Inspection,new MRI suite for The Scarborough Hospital,700000,3030 BIRCHMOUNT RD   M1W,POINT (-79.309054 43.801891),10.0,Scarborough-Agincourt
11 239417 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,4700,KEELE,ST, ,M3J,20029109.0,W0726,2011-07-15,2011-08-09,,Inspection,Founder's College - Washroom renovation - York University,75000,4700 KEELE ST   M3J,POINT (-79.502338 43.77341),0.0,Humber River-Black Creek
11 239484 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,4700,KEELE,ST, ,M3J,20029109.0,W0726,2011-07-15,2011-08-09,,Inspection, McLaughlin College - Washroom renovation - 139A - York University,40000,4700 KEELE ST   M3J,POINT (-79.502338 43.77341),0.0,Humber River-Black Creek
11 239500 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,4700,KEELE,ST, ,M3J,20029109.0,W0726,2011-07-15,2011-08-09,,Inspection,McLaughlin College - Washroom renovation - 115A & 117A,120000,4700 KEELE ST   M3J,POINT (-79.502338 43.77341),0.0,Humber River-Black Creek
11 239509 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,4700,KEELE,ST, ,M3J,20029109.0,W0726,2011-07-15,2011-08-09,,Inspection,Ross Building - Washroom renovation - N117 and N121- York University,200000,4700 KEELE ST   M3J,POINT (-79.502338 43.77341),0.0,Humber River-Black Creek
11 239541 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,23,FERNDALE,AVE, ,M4T,4070042.0,S1233,2011-07-15,2011-07-29,,Inspection,permit for interior alterations to existing elementary school - create new barrier free change room from existing storage room - Close to pool area,20000,23 FERNDALE AVE   M4T,POINT (-79.39156 43.689661),12.0,Toronto-St. Paul's
11 240117 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,150,LESMILL,RD, ,M3B,536834.0,N1621,2011-07-18,2011-08-10,,Permit Issued,Learning School for E.S.L.,150000,150 LESMILL RD   M3B,POINT (-79.35865 43.759408),19.0,Don Valley East
11 240945 BLD,Building Additions/Alterations,Secondary School,Interior Alterations,100,PRINCESS,AVE, ,M2N,3310442.0,N1826,2011-07-19,2011-07-26,,Inspection,Earl Haig S.S. - Room 145 - Cosmetology Room,50000,100 PRINCESS AVE   M2N,POINT (-79.405966 43.769609),2.0,Willowdale
11 245103 BLD,Building Additions/Alterations,Hospital,Interior Alterations,610,UNIVERSITY,AVE, ,M5G,13498043.0,S1144,2011-07-25,2011-08-23,,Inspection,Interior alterations to waiting area and exam rooms on level B2.  Linac Bunker.  University Health Network - Princess Margaret Hospital.,2000000,610 UNIVERSITY AVE   M5G,POINT (-79.390408 43.65813),3.0,University-Rosedale
11 248397 BLD,Building Additions/Alterations,Hospital,Interior Alterations,600,UNIVERSITY,AVE, ,M5G,7792698.0,S1144,2011-07-29,2011-09-13,,Permit Issued,Proposal for interior alterations to existing office/exam rooms on the 8th floor of Mount Sinai Hospital. -  Samuel Lunenfeld Reaserch Institute.,1254000,600 UNIVERSITY AVE   M5G,POINT (-79.390445 43.657536),3.0,University-Rosedale
11 249492 BLD,Building Additions/Alterations,Secondary School,Interior Alterations,2690,EGLINTON,AVE,W,M6M,59118.0,W0532,2011-08-02,2011-09-09,,Permit Issued,"Interior alterations to convert an existing storage space to an electrical (service) room, install new exterior door to Education Centre located within existing secondary school.",600000,2690 EGLINTON AVE W M6M,POINT (-79.476243 43.690287),22.0,York South-Weston
11 257558 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,110,SHEPPARD,AVE,E,M2N,11653341.0,N1826,2011-08-16,2013-04-12,,Inspection,Russian Classical Ballet Academy  - Interior Alterations on ground floor.,69300,110 SHEPPARD AVE E M2N,POINT (-79.404581 43.763426),2.0,Willowdale
11 257962 BLD,Building Additions/Alterations,Hospital,Interior Alterations,600,UNIVERSITY,AVE, ,M5G,7792698.0,S1144,2011-08-16,2011-08-19,,Inspection,Interior alterations to existing lab rooms at Mount Inai Hospital.  Level 8 Centre Core.,495550,600 UNIVERSITY AVE   M5G,POINT (-79.390445 43.657536),3.0,University-Rosedale
11 258506 BLD,Building Additions/Alterations,Hospital,Interior Alterations,209,VICTORIA,ST, ,M5B,20111925.0,S1332,2011-08-17,2011-09-02,,Inspection,"Proposal for interior alterations to ground floor unit for new cafeteria, greater than 30 seats in existing hospital.",400000,209 VICTORIA ST   M5B,POINT (-79.378684 43.654935),21.0,Toronto Centre
11 261296 BLD,Building Additions/Alterations,University,Interior Alterations,1265,MILITARY,TRL, ,M1C,363830.0,E2532,2011-08-22,2011-08-29,,Inspection,"INTERIOR ALTERATIONS TO FOOD COURT, ADD KFC/TACO BELL ",85000,1265 MILITARY TRL   M1C,POINT (-79.186291 43.783891),6.0,Scarborough-Rouge Park
11 272550 BLD,Building Additions/Alterations,Hospital,Interior Alterations,600,UNIVERSITY,AVE, ,M5G,7792698.0,S1144,2011-09-12,2011-09-20,,Inspection,Proposal for interior alterations to 9th floor lab in Mount Sinai Hospital.,800000,600 UNIVERSITY AVE   M5G,POINT (-79.390445 43.657536),3.0,University-Rosedale
11 288197 BLD,New Building,Elementary School,New Building,30,THISTLE DOWN,BLVD, ,M9V,1038674.0,W0126,2011-10-06,2012-07-31,,Inspection,Proposed construction of a new (2) storey elementary school with a daycare centre on a vacant lot.,6064200,30 THISTLE DOWN BLVD   M9V,POINT (-79.560764 43.736784),14.0,Etobicoke North
11 289335 BLD,Building Additions/Alterations,University,Interior Alterations,4700,KEELE,ST, ,M3J,20029109.0,W0726,2011-10-07,2011-12-06,,Inspection,York lanes Building- 80A York Blvd. Second floor,500000,4700 KEELE ST   M3J,POINT (-79.502338 43.77341),0.0,Humber River-Black Creek
11 292591 BLD,Building Additions/Alterations,Hospital,Interior Alterations,399,BATHURST,ST, ,M5T,9086232.0,S1143,2011-10-14,2012-02-21,,Inspection,STAGE 2 - Interior alterations to floors 3 and partial floor 4.  Krembil Discovery Centre.  PLEASE NOTE that this application is a revision to the main building permit 09 198644 BLD.  Minimum fee paid for this application.  All fees paid under main building permit.,7500000,399 BATHURST ST   M5T,POINT (-79.405688 43.653095),3.0,University-Rosedale
11 292602 BLD,Building Additions/Alterations,Hospital,Interior Alterations,399,BATHURST,ST, ,M5T,9086232.0,S1143,2011-10-14,2012-05-07,,Inspection,STAGE 3 - Interior alterations to floors 7 and 8.( Labs.)  Krembil Discovery Centre.  PLEASE NOTE that this application is a revision to the main building permit 09 198644 BLD.  Minimum fee paid for this application.  All fees paid under main building permit.,11500000,399 BATHURST ST   M5T,POINT (-79.405688 43.653095),3.0,University-Rosedale
