Ethnoculture,Ward_ID,Population,Year
"Latin, Central and South American origins",Ward 13,3565,2016
Aboriginal from Central/South America (except Arawak and Maya),Ward 13,170,2016
Arawak,Ward 13,10,2016
Argentinian,Ward 13,115,2016
Belizean,Ward 13,10,2016
Bolivian,Ward 13,10,2016
Brazilian,Ward 13,385,2016
Chilean,Ward 13,180,2016
Colombian,Ward 13,425,2016
Costa Rican,Ward 13,25,2016
Ecuadorian,Ward 13,165,2016
Guatemalan,Ward 13,50,2016
Guyanese,Ward 13,685,2016
Hispanic,Ward 13,50,2016
Honduran,Ward 13,20,2016
Maya,Ward 13,30,2016
Mexican,Ward 13,635,2016
Nicaraguan,Ward 13,65,2016
Panamanian,Ward 13,15,2016
Paraguayan,Ward 13,0,2016
Peruvian,Ward 13,210,2016
Salvadorean,Ward 13,150,2016
Uruguayan,Ward 13,15,2016
Venezuelan,Ward 13,205,2016
"Latin, Central and South American origins, n.i.e.",Ward 13,160,2016
African origins,Ward 13,7925,2016
Central and West African origins,Ward 13,1210,2016
Akan,Ward 13,0,2016
Angolan,Ward 13,95,2016
Ashanti,Ward 13,10,2016
Beninese,Ward 13,20,2016
Burkinabe,Ward 13,15,2016
Cameroonian,Ward 13,40,2016
Chadian,Ward 13,20,2016
Congolese,Ward 13,270,2016
Edo,Ward 13,0,2016
Ewe,Ward 13,0,2016
Gabonese,Ward 13,20,2016
Gambian,Ward 13,15,2016
Ghanaian,Ward 13,250,2016
Guinean,Ward 13,25,2016
Ibo,Ward 13,10,2016
Ivorian,Ward 13,10,2016
Liberian,Ward 13,0,2016
Malian,Ward 13,0,2016
Malinké,Ward 13,15,2016
Nigerian,Ward 13,290,2016
Peulh,Ward 13,0,2016
Senegalese,Ward 13,25,2016
Sierra Leonean,Ward 13,25,2016
Togolese,Ward 13,10,2016
Wolof,Ward 13,0,2016
Yoruba,Ward 13,30,2016
"Central and West African origins, n.i.e.",Ward 13,100,2016
North African origins,Ward 13,1035,2016
Algerian,Ward 13,50,2016
Berber,Ward 13,15,2016
Coptic,Ward 13,0,2016
Dinka,Ward 13,0,2016
Egyptian,Ward 13,540,2016
Libyan,Ward 13,90,2016
Maure,Ward 13,10,2016
Moroccan,Ward 13,220,2016
Sudanese,Ward 13,120,2016
Tunisian,Ward 13,15,2016
"North African origins, n.i.e.",Ward 13,15,2016
Southern and East African origins,Ward 13,4055,2016
Afrikaner,Ward 13,15,2016
Amhara,Ward 13,60,2016
"Bantu, n.o.s.",Ward 13,15,2016
Burundian,Ward 13,85,2016
Djiboutian,Ward 13,0,2016
Eritrean,Ward 13,580,2016
Ethiopian,Ward 13,1480,2016
Harari,Ward 13,10,2016
Kenyan,Ward 13,145,2016
Malagasy,Ward 13,0,2016
Mauritian,Ward 13,50,2016
Oromo,Ward 13,60,2016
Rwandan,Ward 13,90,2016
Seychellois,Ward 13,10,2016
Somali,Ward 13,1050,2016
South African,Ward 13,205,2016
Tanzanian,Ward 13,70,2016
Tigrian,Ward 13,15,2016
Ugandan,Ward 13,85,2016
Zambian,Ward 13,10,2016
Zimbabwean,Ward 13,50,2016
Zulu,Ward 13,10,2016
"Southern and East African origins, n.i.e.",Ward 13,210,2016
Other African origins,Ward 13,1720,2016
"Black, n.o.s.",Ward 13,255,2016
"Other African origins, n.i.e.",Ward 13,1500,2016
Asian origins,Ward 13,38495,2016
West Central Asian and Middle Eastern origins,Ward 13,5100,2016
Afghan,Ward 13,255,2016
"Arab, n.o.s.",Ward 13,555,2016
Armenian,Ward 13,275,2016
Assyrian,Ward 13,25,2016
Azerbaijani,Ward 13,60,2016
Georgian,Ward 13,30,2016
Hazara,Ward 13,0,2016
Iranian,Ward 13,1595,2016
Iraqi,Ward 13,220,2016
Israeli,Ward 13,220,2016
Jordanian,Ward 13,125,2016
Kazakh,Ward 13,65,2016
Kurd,Ward 13,55,2016
Kuwaiti,Ward 13,0,2016
Kyrgyz,Ward 13,0,2016
Lebanese,Ward 13,600,2016
Palestinian,Ward 13,260,2016
Pashtun,Ward 13,0,2016
Saudi Arabian,Ward 13,95,2016
Syrian,Ward 13,190,2016
Tajik,Ward 13,20,2016
Tatar,Ward 13,60,2016
Turk,Ward 13,465,2016
Turkmen,Ward 13,0,2016
Uighur,Ward 13,0,2016
Uzbek,Ward 13,10,2016
Yemeni,Ward 13,125,2016
"West Central Asian and Middle Eastern origins, n.i.e.",Ward 13,325,2016
South Asian origins,Ward 13,12155,2016
Bangladeshi,Ward 13,1255,2016
Bengali,Ward 13,715,2016
Bhutanese,Ward 13,25,2016
East Indian,Ward 13,6345,2016
Goan,Ward 13,25,2016
Gujarati,Ward 13,30,2016
Kashmiri,Ward 13,15,2016
Nepali,Ward 13,625,2016
Pakistani,Ward 13,1145,2016
Punjabi,Ward 13,90,2016
Sinhalese,Ward 13,30,2016
Sri Lankan,Ward 13,1575,2016
Tamil,Ward 13,620,2016
"South Asian origins, n.i.e.",Ward 13,730,2016
East and Southeast Asian origins,Ward 13,21700,2016
Burmese,Ward 13,65,2016
Cambodian (Khmer),Ward 13,125,2016
Chinese,Ward 13,12410,2016
Filipino,Ward 13,5340,2016
Hmong,Ward 13,0,2016
Indonesian,Ward 13,230,2016
Japanese,Ward 13,815,2016
Karen,Ward 13,0,2016
Korean,Ward 13,1865,2016
Laotian,Ward 13,80,2016
Malaysian,Ward 13,190,2016
Mongolian,Ward 13,130,2016
Singaporean,Ward 13,65,2016
Taiwanese,Ward 13,315,2016
Thai,Ward 13,130,2016
Tibetan,Ward 13,180,2016
Vietnamese,Ward 13,1425,2016
"East and Southeast Asian origins, n.i.e.",Ward 13,60,2016
Other Asian origins,Ward 13,120,2016
"Other Asian origins, n.i.e.",Ward 13,120,2016
Oceania origins,Ward 13,300,2016
Australian,Ward 13,210,2016
New Zealander,Ward 13,70,2016
Pacific Islands origins,Ward 13,35,2016
Fijian,Ward 13,10,2016
Hawaiian,Ward 13,0,2016
Maori,Ward 13,10,2016
Samoan,Ward 13,0,2016
"Polynesian, n.o.s.",Ward 13,0,2016
"Pacific Islands origins, n.i.e.",Ward 13,0,2016
Total - Ethnic origin for the population in private households - 25% sample data,Ward 14,105400,2016
North American Aboriginal origins,Ward 14,2700,2016
First Nations (North American Indian),Ward 14,2135,2016
Inuit,Ward 14,25,2016
Métis,Ward 14,630,2016
Other North American origins,Ward 14,20885,2016
Acadian,Ward 14,240,2016
American,Ward 14,1945,2016
Canadian,Ward 14,19385,2016
New Brunswicker,Ward 14,10,2016
Newfoundlander,Ward 14,70,2016
Nova Scotian,Ward 14,20,2016
Ontarian,Ward 14,10,2016
Québécois,Ward 14,65,2016
"Other North American origins, n.i.e.",Ward 14,10,2016
European origins,Ward 14,69605,2016
British Isles origins,Ward 14,43180,2016
Channel Islander,Ward 14,35,2016
Cornish,Ward 14,10,2016
English,Ward 14,24110,2016
Irish,Ward 14,20550,2016
Manx,Ward 14,50,2016
Scottish,Ward 14,19745,2016
Welsh,Ward 14,2375,2016
"British Isles origins, n.i.e.",Ward 14,3780,2016
French origins,Ward 14,9360,2016
Alsatian,Ward 14,15,2016
Breton,Ward 14,0,2016
Corsican,Ward 14,10,2016
French,Ward 14,9340,2016
Western European origins (except French origins),Ward 14,13155,2016
Austrian,Ward 14,850,2016
Bavarian,Ward 14,15,2016
Belgian,Ward 14,345,2016
Dutch,Ward 14,3255,2016
Flemish,Ward 14,30,2016
Frisian,Ward 14,10,2016
German,Ward 14,9225,2016
Luxembourger,Ward 14,15,2016
Swiss,Ward 14,570,2016
"Western European origins, n.i.e.",Ward 14,10,2016
Northern European origins (except British Isles origins),Ward 14,2940,2016
Danish,Ward 14,710,2016
Finnish,Ward 14,570,2016
Icelandic,Ward 14,205,2016
Norwegian,Ward 14,695,2016
Swedish,Ward 14,770,2016
"Northern European origins, n.i.e.",Ward 14,175,2016
Eastern European origins,Ward 14,11770,2016
Bulgarian,Ward 14,485,2016
Byelorussian,Ward 14,100,2016
Czech,Ward 14,495,2016
"Czechoslovakian, n.o.s.",Ward 14,95,2016
Estonian,Ward 14,265,2016
Hungarian,Ward 14,1390,2016
Latvian,Ward 14,305,2016
Lithuanian,Ward 14,385,2016
Moldovan,Ward 14,20,2016
Polish,Ward 14,4305,2016
Romanian,Ward 14,880,2016
Russian,Ward 14,2575,2016
Slovak,Ward 14,355,2016
Ukrainian,Ward 14,3160,2016
"Eastern European origins, n.i.e.",Ward 14,155,2016
Southern European origins,Ward 14,20105,2016
Albanian,Ward 14,675,2016
Bosnian,Ward 14,155,2016
Catalan,Ward 14,0,2016
Croatian,Ward 14,510,2016
Cypriot,Ward 14,155,2016
Greek,Ward 14,7660,2016
Italian,Ward 14,5905,2016
Kosovar,Ward 14,0,2016
Macedonian,Ward 14,935,2016
Maltese,Ward 14,225,2016
Montenegrin,Ward 14,70,2016
Portuguese,Ward 14,1970,2016
Serbian,Ward 14,1155,2016
Sicilian,Ward 14,55,2016
Slovenian,Ward 14,205,2016
Spanish,Ward 14,1755,2016
"Yugoslavian, n.o.s.",Ward 14,165,2016
"Southern European origins, n.i.e.",Ward 14,15,2016
Other European origins,Ward 14,1635,2016
Basque,Ward 14,55,2016
Jewish,Ward 14,1320,2016
Roma (Gypsy),Ward 14,35,2016
"Slavic, n.o.s.",Ward 14,25,2016
"Other European origins, n.i.e.",Ward 14,220,2016
Caribbean origins,Ward 14,4000,2016
Antiguan,Ward 14,30,2016
Bahamian,Ward 14,20,2016
Barbadian,Ward 14,405,2016
Bermudan,Ward 14,70,2016
Carib,Ward 14,35,2016
Cuban,Ward 14,150,2016
Dominican,Ward 14,75,2016
Grenadian,Ward 14,65,2016
Guadeloupean,Ward 14,0,2016
Haitian,Ward 14,75,2016
Jamaican,Ward 14,1930,2016
Kittitian/Nevisian,Ward 14,50,2016
Martinican,Ward 14,0,2016
Montserratan,Ward 14,10,2016
Puerto Rican,Ward 14,45,2016
St. Lucian,Ward 14,110,2016
Trinidadian/Tobagonian,Ward 14,675,2016
Vincentian/Grenadinian,Ward 14,75,2016
"West Indian, n.o.s.",Ward 14,415,2016
"Caribbean origins, n.i.e.",Ward 14,225,2016
"Latin, Central and South American origins",Ward 14,2880,2016
Aboriginal from Central/South America (except Arawak and Maya),Ward 14,120,2016
Arawak,Ward 14,30,2016
Argentinian,Ward 14,100,2016
Belizean,Ward 14,25,2016
Bolivian,Ward 14,10,2016
Brazilian,Ward 14,165,2016
Chilean,Ward 14,305,2016
Colombian,Ward 14,265,2016
Costa Rican,Ward 14,10,2016
Ecuadorian,Ward 14,85,2016
Guatemalan,Ward 14,60,2016
Guyanese,Ward 14,710,2016
Hispanic,Ward 14,20,2016
Honduran,Ward 14,15,2016
Maya,Ward 14,20,2016
Mexican,Ward 14,385,2016
Nicaraguan,Ward 14,105,2016
Panamanian,Ward 14,10,2016
Paraguayan,Ward 14,10,2016
Peruvian,Ward 14,135,2016
Salvadorean,Ward 14,130,2016
Uruguayan,Ward 14,30,2016
Venezuelan,Ward 14,165,2016
"Latin, Central and South American origins, n.i.e.",Ward 14,115,2016
African origins,Ward 14,3445,2016
Central and West African origins,Ward 14,435,2016
Akan,Ward 14,0,2016
Angolan,Ward 14,0,2016
Ashanti,Ward 14,15,2016
Beninese,Ward 14,0,2016
Burkinabe,Ward 14,10,2016
Cameroonian,Ward 14,15,2016
Chadian,Ward 14,0,2016
Congolese,Ward 14,115,2016
Edo,Ward 14,10,2016
Ewe,Ward 14,0,2016
Gabonese,Ward 14,0,2016
Gambian,Ward 14,0,2016
Ghanaian,Ward 14,95,2016
Guinean,Ward 14,10,2016
Ibo,Ward 14,0,2016
Ivorian,Ward 14,0,2016
Liberian,Ward 14,0,2016
Malian,Ward 14,0,2016
Malinké,Ward 14,0,2016
Nigerian,Ward 14,80,2016
Peulh,Ward 14,0,2016
Senegalese,Ward 14,20,2016
Sierra Leonean,Ward 14,0,2016
Togolese,Ward 14,15,2016
Wolof,Ward 14,0,2016
Yoruba,Ward 14,10,2016
"Central and West African origins, n.i.e.",Ward 14,65,2016
North African origins,Ward 14,445,2016
Algerian,Ward 14,15,2016
Berber,Ward 14,35,2016
Coptic,Ward 14,0,2016
Dinka,Ward 14,0,2016
Egyptian,Ward 14,265,2016
Libyan,Ward 14,0,2016
Maure,Ward 14,10,2016
Moroccan,Ward 14,60,2016
Sudanese,Ward 14,65,2016
Tunisian,Ward 14,0,2016
"North African origins, n.i.e.",Ward 14,15,2016
Southern and East African origins,Ward 14,1420,2016
Afrikaner,Ward 14,25,2016
Amhara,Ward 14,10,2016
"Bantu, n.o.s.",Ward 14,10,2016
Burundian,Ward 14,0,2016
Djiboutian,Ward 14,0,2016
Eritrean,Ward 14,160,2016
Ethiopian,Ward 14,345,2016
Harari,Ward 14,0,2016
Kenyan,Ward 14,70,2016
Malagasy,Ward 14,10,2016
Mauritian,Ward 14,30,2016
Oromo,Ward 14,10,2016
Rwandan,Ward 14,25,2016
Seychellois,Ward 14,10,2016
Somali,Ward 14,325,2016
South African,Ward 14,225,2016
Tanzanian,Ward 14,105,2016
Tigrian,Ward 14,10,2016
Ugandan,Ward 14,45,2016
Zambian,Ward 14,0,2016
Zimbabwean,Ward 14,25,2016
Zulu,Ward 14,10,2016
"Southern and East African origins, n.i.e.",Ward 14,105,2016
Other African origins,Ward 14,1210,2016
"Black, n.o.s.",Ward 14,195,2016
"Other African origins, n.i.e.",Ward 14,1025,2016
Asian origins,Ward 14,28615,2016
West Central Asian and Middle Eastern origins,Ward 14,2740,2016
Afghan,Ward 14,415,2016
"Arab, n.o.s.",Ward 14,220,2016
Armenian,Ward 14,200,2016
Assyrian,Ward 14,15,2016
Azerbaijani,Ward 14,40,2016
Georgian,Ward 14,20,2016
Hazara,Ward 14,0,2016
Iranian,Ward 14,630,2016
Iraqi,Ward 14,75,2016
Israeli,Ward 14,140,2016
Jordanian,Ward 14,0,2016
Kazakh,Ward 14,15,2016
Kurd,Ward 14,25,2016
Kuwaiti,Ward 14,0,2016
Kyrgyz,Ward 14,0,2016
Lebanese,Ward 14,435,2016
Palestinian,Ward 14,100,2016
Pashtun,Ward 14,20,2016
Saudi Arabian,Ward 14,10,2016
Syrian,Ward 14,145,2016
Tajik,Ward 14,0,2016
Tatar,Ward 14,15,2016
Turk,Ward 14,355,2016
Turkmen,Ward 14,0,2016
Uighur,Ward 14,0,2016
Uzbek,Ward 14,0,2016
Yemeni,Ward 14,0,2016
"West Central Asian and Middle Eastern origins, n.i.e.",Ward 14,60,2016
South Asian origins,Ward 14,6165,2016
Bangladeshi,Ward 14,230,2016
Bengali,Ward 14,155,2016
Bhutanese,Ward 14,0,2016
East Indian,Ward 14,4080,2016
Goan,Ward 14,35,2016
Gujarati,Ward 14,55,2016
Kashmiri,Ward 14,10,2016
Nepali,Ward 14,120,2016
Pakistani,Ward 14,920,2016
Punjabi,Ward 14,140,2016
Sinhalese,Ward 14,10,2016
Sri Lankan,Ward 14,365,2016
Tamil,Ward 14,130,2016
"South Asian origins, n.i.e.",Ward 14,385,2016
East and Southeast Asian origins,Ward 14,20145,2016
Burmese,Ward 14,175,2016
Cambodian (Khmer),Ward 14,105,2016
Chinese,Ward 14,14560,2016
Filipino,Ward 14,2745,2016
Hmong,Ward 14,0,2016
Indonesian,Ward 14,85,2016
Japanese,Ward 14,1190,2016
Karen,Ward 14,0,2016
Korean,Ward 14,680,2016
Laotian,Ward 14,65,2016
Malaysian,Ward 14,120,2016
Mongolian,Ward 14,20,2016
Singaporean,Ward 14,50,2016
Taiwanese,Ward 14,140,2016
Thai,Ward 14,70,2016
Tibetan,Ward 14,95,2016
Vietnamese,Ward 14,1515,2016
"East and Southeast Asian origins, n.i.e.",Ward 14,70,2016
Other Asian origins,Ward 14,45,2016
"Other Asian origins, n.i.e.",Ward 14,40,2016
Oceania origins,Ward 14,485,2016
Australian,Ward 14,250,2016
New Zealander,Ward 14,180,2016
Pacific Islands origins,Ward 14,100,2016
Fijian,Ward 14,15,2016
Hawaiian,Ward 14,25,2016
Maori,Ward 14,15,2016
Samoan,Ward 14,10,2016
"Polynesian, n.o.s.",Ward 14,0,2016
"Pacific Islands origins, n.i.e.",Ward 14,40,2016
Total - Ethnic origin for the population in private households - 25% sample data,Ward 15,101795,2016
North American Aboriginal origins,Ward 15,1115,2016
First Nations (North American Indian),Ward 15,845,2016
Inuit,Ward 15,60,2016
Métis,Ward 15,275,2016
Other North American origins,Ward 15,16395,2016
Acadian,Ward 15,130,2016
American,Ward 15,1520,2016
Canadian,Ward 15,15355,2016
New Brunswicker,Ward 15,0,2016
Newfoundlander,Ward 15,25,2016
Nova Scotian,Ward 15,10,2016
Ontarian,Ward 15,0,2016
Québécois,Ward 15,10,2016
"Other North American origins, n.i.e.",Ward 15,0,2016
European origins,Ward 15,56625,2016
British Isles origins,Ward 15,33455,2016
Channel Islander,Ward 15,10,2016
Cornish,Ward 15,10,2016
English,Ward 15,19520,2016
Irish,Ward 15,14465,2016
Manx,Ward 15,15,2016
Scottish,Ward 15,15210,2016
Welsh,Ward 15,1860,2016
"British Isles origins, n.i.e.",Ward 15,2975,2016
French origins,Ward 15,5840,2016
Alsatian,Ward 15,15,2016
Breton,Ward 15,0,2016
Corsican,Ward 15,0,2016
French,Ward 15,5825,2016
Western European origins (except French origins),Ward 15,9540,2016
Austrian,Ward 15,965,2016
Bavarian,Ward 15,0,2016
Belgian,Ward 15,295,2016
Dutch,Ward 15,1995,2016
Flemish,Ward 15,15,2016
Frisian,Ward 15,0,2016
German,Ward 15,6660,2016
Luxembourger,Ward 15,10,2016
Swiss,Ward 15,480,2016
"Western European origins, n.i.e.",Ward 15,0,2016
Northern European origins (except British Isles origins),Ward 15,2295,2016
Danish,Ward 15,380,2016
Finnish,Ward 15,510,2016
Icelandic,Ward 15,120,2016
Norwegian,Ward 15,710,2016
Swedish,Ward 15,725,2016
"Northern European origins, n.i.e.",Ward 15,55,2016
Eastern European origins,Ward 15,14665,2016
Bulgarian,Ward 15,320,2016
Byelorussian,Ward 15,210,2016
Czech,Ward 15,430,2016
"Czechoslovakian, n.o.s.",Ward 15,155,2016
Estonian,Ward 15,455,2016
Hungarian,Ward 15,1630,2016
Latvian,Ward 15,325,2016
Lithuanian,Ward 15,625,2016
Moldovan,Ward 15,35,2016
Polish,Ward 15,5405,2016
Romanian,Ward 15,1645,2016
Russian,Ward 15,4140,2016
Slovak,Ward 15,635,2016
Ukrainian,Ward 15,2600,2016
"Eastern European origins, n.i.e.",Ward 15,280,2016
Southern European origins,Ward 15,11995,2016
Albanian,Ward 15,250,2016
Bosnian,Ward 15,110,2016
Catalan,Ward 15,0,2016
Croatian,Ward 15,520,2016
Cypriot,Ward 15,50,2016
Greek,Ward 15,2435,2016
Italian,Ward 15,5105,2016
Kosovar,Ward 15,10,2016
Macedonian,Ward 15,625,2016
Maltese,Ward 15,65,2016
Montenegrin,Ward 15,75,2016
Portuguese,Ward 15,1255,2016
Serbian,Ward 15,925,2016
Sicilian,Ward 15,10,2016
Slovenian,Ward 15,310,2016
Spanish,Ward 15,1450,2016
"Yugoslavian, n.o.s.",Ward 15,235,2016
"Southern European origins, n.i.e.",Ward 15,10,2016
Other European origins,Ward 15,2080,2016
Basque,Ward 15,45,2016
Jewish,Ward 15,1760,2016
Roma (Gypsy),Ward 15,10,2016
"Slavic, n.o.s.",Ward 15,10,2016
"Other European origins, n.i.e.",Ward 15,295,2016
Caribbean origins,Ward 15,2230,2016
Antiguan,Ward 15,25,2016
Bahamian,Ward 15,15,2016
Barbadian,Ward 15,105,2016
Bermudan,Ward 15,10,2016
Carib,Ward 15,10,2016
Cuban,Ward 15,120,2016
Dominican,Ward 15,60,2016
Grenadian,Ward 15,40,2016
Guadeloupean,Ward 15,0,2016
Haitian,Ward 15,45,2016
Jamaican,Ward 15,1210,2016
Kittitian/Nevisian,Ward 15,10,2016
Martinican,Ward 15,0,2016
Montserratan,Ward 15,0,2016
Puerto Rican,Ward 15,10,2016
St. Lucian,Ward 15,0,2016
Trinidadian/Tobagonian,Ward 15,375,2016
Vincentian/Grenadinian,Ward 15,75,2016
"West Indian, n.o.s.",Ward 15,170,2016
"Caribbean origins, n.i.e.",Ward 15,125,2016
"Latin, Central and South American origins",Ward 15,2405,2016
Aboriginal from Central/South America (except Arawak and Maya),Ward 15,95,2016
Arawak,Ward 15,0,2016
Argentinian,Ward 15,130,2016
Belizean,Ward 15,10,2016
Bolivian,Ward 15,25,2016
Brazilian,Ward 15,230,2016
Chilean,Ward 15,45,2016
Colombian,Ward 15,510,2016
Costa Rican,Ward 15,10,2016
Ecuadorian,Ward 15,70,2016
Guatemalan,Ward 15,60,2016
Guyanese,Ward 15,350,2016
Hispanic,Ward 15,30,2016
Honduran,Ward 15,10,2016
Maya,Ward 15,25,2016
Mexican,Ward 15,425,2016
Nicaraguan,Ward 15,50,2016
Panamanian,Ward 15,20,2016
Paraguayan,Ward 15,0,2016
Peruvian,Ward 15,115,2016
Salvadorean,Ward 15,65,2016
Uruguayan,Ward 15,10,2016
Venezuelan,Ward 15,115,2016
"Latin, Central and South American origins, n.i.e.",Ward 15,120,2016
African origins,Ward 15,3280,2016
Central and West African origins,Ward 15,375,2016
Akan,Ward 15,0,2016
Angolan,Ward 15,0,2016
Ashanti,Ward 15,0,2016
Beninese,Ward 15,10,2016
Burkinabe,Ward 15,0,2016
Cameroonian,Ward 15,30,2016
Chadian,Ward 15,0,2016
Congolese,Ward 15,50,2016
Edo,Ward 15,0,2016
Ewe,Ward 15,0,2016
Gabonese,Ward 15,0,2016
Gambian,Ward 15,0,2016
Ghanaian,Ward 15,90,2016
Guinean,Ward 15,0,2016
Ibo,Ward 15,10,2016
Ivorian,Ward 15,0,2016
Liberian,Ward 15,0,2016
Malian,Ward 15,0,2016
Malinké,Ward 15,0,2016
Nigerian,Ward 15,95,2016
Peulh,Ward 15,0,2016
Senegalese,Ward 15,10,2016
Sierra Leonean,Ward 15,0,2016
Togolese,Ward 15,0,2016
Wolof,Ward 15,0,2016
Yoruba,Ward 15,45,2016
"Central and West African origins, n.i.e.",Ward 15,40,2016
North African origins,Ward 15,935,2016
Algerian,Ward 15,35,2016
Berber,Ward 15,105,2016
Coptic,Ward 15,0,2016
Dinka,Ward 15,0,2016
Egyptian,Ward 15,465,2016
Libyan,Ward 15,105,2016
Maure,Ward 15,15,2016
Moroccan,Ward 15,130,2016
Sudanese,Ward 15,85,2016
Tunisian,Ward 15,15,2016
"North African origins, n.i.e.",Ward 15,20,2016
Southern and East African origins,Ward 15,1225,2016
Afrikaner,Ward 15,0,2016
Amhara,Ward 15,20,2016
"Bantu, n.o.s.",Ward 15,10,2016
Burundian,Ward 15,0,2016
Djiboutian,Ward 15,0,2016
Eritrean,Ward 15,215,2016
Ethiopian,Ward 15,240,2016
Harari,Ward 15,0,2016
Kenyan,Ward 15,85,2016
Malagasy,Ward 15,0,2016
Mauritian,Ward 15,20,2016
Oromo,Ward 15,45,2016
Rwandan,Ward 15,40,2016
Seychellois,Ward 15,0,2016
Somali,Ward 15,50,2016
South African,Ward 15,330,2016
Tanzanian,Ward 15,35,2016
Tigrian,Ward 15,10,2016
Ugandan,Ward 15,25,2016
Zambian,Ward 15,0,2016
Zimbabwean,Ward 15,30,2016
Zulu,Ward 15,10,2016
"Southern and East African origins, n.i.e.",Ward 15,130,2016
Other African origins,Ward 15,800,2016
"Black, n.o.s.",Ward 15,105,2016
"Other African origins, n.i.e.",Ward 15,695,2016
Asian origins,Ward 15,40015,2016
West Central Asian and Middle Eastern origins,Ward 15,9005,2016
Afghan,Ward 15,1925,2016
"Arab, n.o.s.",Ward 15,595,2016
Armenian,Ward 15,560,2016
Assyrian,Ward 15,50,2016
Azerbaijani,Ward 15,30,2016
Georgian,Ward 15,45,2016
Hazara,Ward 15,0,2016
Iranian,Ward 15,3085,2016
Iraqi,Ward 15,95,2016
Israeli,Ward 15,365,2016
Jordanian,Ward 15,40,2016
Kazakh,Ward 15,0,2016
Kurd,Ward 15,125,2016
Kuwaiti,Ward 15,0,2016
Kyrgyz,Ward 15,0,2016
Lebanese,Ward 15,595,2016
Palestinian,Ward 15,115,2016
Pashtun,Ward 15,210,2016
Saudi Arabian,Ward 15,75,2016
Syrian,Ward 15,325,2016
Tajik,Ward 15,115,2016
Tatar,Ward 15,30,2016
Turk,Ward 15,1040,2016
Turkmen,Ward 15,10,2016
Uighur,Ward 15,20,2016
Uzbek,Ward 15,30,2016
Yemeni,Ward 15,45,2016
"West Central Asian and Middle Eastern origins, n.i.e.",Ward 15,175,2016
South Asian origins,Ward 15,13700,2016
Bangladeshi,Ward 15,340,2016
Bengali,Ward 15,195,2016
Bhutanese,Ward 15,0,2016
East Indian,Ward 15,7030,2016
Goan,Ward 15,30,2016
Gujarati,Ward 15,60,2016
Kashmiri,Ward 15,0,2016
Nepali,Ward 15,65,2016
Pakistani,Ward 15,5175,2016
Punjabi,Ward 15,215,2016
Sinhalese,Ward 15,60,2016
Sri Lankan,Ward 15,475,2016
Tamil,Ward 15,150,2016
"South Asian origins, n.i.e.",Ward 15,975,2016
East and Southeast Asian origins,Ward 15,17755,2016
Burmese,Ward 15,15,2016
Cambodian (Khmer),Ward 15,35,2016
Chinese,Ward 15,11415,2016
Filipino,Ward 15,3335,2016
Hmong,Ward 15,0,2016
Indonesian,Ward 15,105,2016
Japanese,Ward 15,770,2016
Karen,Ward 15,0,2016
Korean,Ward 15,2095,2016
Laotian,Ward 15,10,2016
Malaysian,Ward 15,95,2016
Mongolian,Ward 15,45,2016
Singaporean,Ward 15,10,2016
Taiwanese,Ward 15,185,2016
Thai,Ward 15,50,2016
Tibetan,Ward 15,30,2016
Vietnamese,Ward 15,280,2016
"East and Southeast Asian origins, n.i.e.",Ward 15,70,2016
Other Asian origins,Ward 15,315,2016
"Other Asian origins, n.i.e.",Ward 15,315,2016
Oceania origins,Ward 15,365,2016
Australian,Ward 15,240,2016
New Zealander,Ward 15,80,2016
Pacific Islands origins,Ward 15,50,2016
Fijian,Ward 15,25,2016
Hawaiian,Ward 15,0,2016
Maori,Ward 15,15,2016
Samoan,Ward 15,0,2016
"Polynesian, n.o.s.",Ward 15,0,2016
"Pacific Islands origins, n.i.e.",Ward 15,15,2016
Total - Ethnic origin for the population in private households - 25% sample data,Ward 16,93165,2016
North American Aboriginal origins,Ward 16,1135,2016
First Nations (North American Indian),Ward 16,845,2016
Inuit,Ward 16,10,2016
Métis,Ward 16,295,2016
Other North American origins,Ward 16,10365,2016
Acadian,Ward 16,70,2016
American,Ward 16,770,2016
Canadian,Ward 16,9650,2016
New Brunswicker,Ward 16,0,2016
Newfoundlander,Ward 16,60,2016
Nova Scotian,Ward 16,40,2016
Ontarian,Ward 16,10,2016
Québécois,Ward 16,50,2016
"Other North American origins, n.i.e.",Ward 16,0,2016
European origins,Ward 16,37470,2016
British Isles origins,Ward 16,17260,2016
Channel Islander,Ward 16,10,2016
Cornish,Ward 16,0,2016
English,Ward 16,9450,2016
Irish,Ward 16,7505,2016
Manx,Ward 16,0,2016
Scottish,Ward 16,7495,2016
Welsh,Ward 16,820,2016
"British Isles origins, n.i.e.",Ward 16,1265,2016
French origins,Ward 16,3430,2016
Alsatian,Ward 16,10,2016
Breton,Ward 16,0,2016
Corsican,Ward 16,0,2016
French,Ward 16,3420,2016
Western European origins (except French origins),Ward 16,5220,2016
Austrian,Ward 16,475,2016
Bavarian,Ward 16,0,2016
Belgian,Ward 16,105,2016
Dutch,Ward 16,1225,2016
Flemish,Ward 16,10,2016
Frisian,Ward 16,0,2016
German,Ward 16,3660,2016
Luxembourger,Ward 16,0,2016
Swiss,Ward 16,180,2016
"Western European origins, n.i.e.",Ward 16,10,2016
Northern European origins (except British Isles origins),Ward 16,885,2016
Danish,Ward 16,205,2016
