Permit_Num,Permit_Type,Structure_Type,Work,Street_Num,Street_Name,Street_Type,Street_Direction,Postal,Geo_Id,Ward_Grid,Application_Date,Issued_Date,Completed_Date,Status,Description,Est_Const_Cost
12 227865 BLD,Building Additions/Alterations,Hospital,Interior Alterations,101,COLLEGE,ST, ,M5G,785208,S1145,2012-08-13,2012-08-17,,Inspection,CONVENIENCE ADDRESS IS 200 ELIZABETH ST - Permit for interior alterations to existing CT space - Emergency Dept. Centre of Ground Floor.- Toronto General,610000
12 228741 BLD,Building Additions/Alterations,Child Care Facility/DayCare Centre,Interior Alterations,15,TANDRIDGE,CRES, ,M9W,1035925,W0131,2012-08-14,2012-08-21,,Permit Issued,Interior alterations to existing portable daycare for Braeburn Neighbourhood Place,8000
12 228849 BLD,Building Additions/Alterations,Hospital,Interior Alterations,399,BATHURST,ST, ,M5T,9086232,S1143,2012-08-14,2012-10-11,,Inspection,STAGE 5B -  Permit for interior alterations to existing hospital space -Floor 6 - Kremble Centre - Please see note that this is a revision to existing New Building permit - Fees have been paid under 09 198644 BLD.,5000000
12 229277 BLD,Building Additions/Alterations,Hospital,Interior Alterations,101,HUMBER COLLEGE,BLVD, ,M9V,1008107,W0122,2012-08-14,2012-12-19,,Permit Issued,Interior alterations to convert existing garbage/storage room into a walk-in frig,65000
12 231051 BLD,Building Additions/Alterations,University,Interior Alterations,100,COLLEGE,ST, ,M5G,785207,S1140,2012-08-17,2012-08-29,,Inspection,Interior alterations to basement level of university building.  University of Toronto - Banting Building.,60000
12 233049 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,160,KENDAL,AVE, ,M5R,7994619,S1236,2012-08-21,2012-10-05,,Inspection,"Proposal for interior alterations to classroom and boardroom/office area in existing college - George Brown College, Green Building Centre.  Convenience address is 146 Kendal Ave.",200000
12 234596 BLD,Building Additions/Alterations,Hospital,Interior Alterations,3560,BATHURST,ST, ,M6A,487172,N0823,2012-08-23,2012-09-21,,Inspection,Construct partition walls on seventh floor of Baycrest Hospital Long Term Care Unit.,400000
12 235461 BLD,Building Additions/Alterations,Student Residence,Interior Alterations,89,CHESTNUT,ST, ,M5G,7792363,S1025,2012-08-24,2012-09-14,,Permit Issued,This is for the infill of a void on the second floor of this University of Toronto student residence. The infill will be approx. 14.10sm,25000
12 239164 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,470,GLENCAIRN,AVE, ,M5N,520666,N0828,2012-08-31,2012-09-26,,Permit Issued,Two new washrooms in lower level of Shaarei Shomayim Synagogue.,20000
12 239334 BLD,Building Additions/Alterations,Child Care Facility/DayCare Centre,Interior Alterations,1900,DAVENPORT,RD, ,M6N,2216185,S0926,2013-01-02,2013-01-24,,Revision Issued,Revision 01: to replace an existing load-bearing wall with a LVL beam.(Interior alterations to an existing Child Care Centre washroom facility.),0
12 246285 BLD,Building Additions/Alterations,Hospital,Interior Alterations,399,BATHURST,ST, ,M5T,9086232,S1143,2012-09-13,2012-09-26,,Inspection,Interior alterations to existing operating room on the 2nd floor.  Operating Room 6.  Toronto Western Hospital.,850000
12 253748 BLD,Building Additions/Alterations,University,Interior Alterations,150,COLLEGE,ST, ,M5S,7793159,S1139,2012-09-26,2012-10-25,,Inspection,Proposal for interior alterations to existing office space on the 2nd floor.  University of Toronto - Medical Sciences Building.  Convenience address is 1 King's College Circle.,350000
12 256071 BLD,Building Additions/Alterations,Hospital,Interior Alterations,555,UNIVERSITY,AVE, ,M5G,7792696,S1145,2012-10-01,2012-11-23,,Inspection,"Proposal for interior alterations to ground floor ""Ophthalmology Clinic"" in exisitng hospital - The Hospital for Sick Children",570000
12 265595 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,363,MAIN,ST, ,M4C,8232365,S1930,2012-10-19,2012-10-31,,Inspection,Proposal to add a barrier free wahroom on the ground floor of existing place of worship - Church of the Nazarene.,30000
12 269342 BLD,Building Additions/Alterations,University,Interior Alterations,100,COLLEGE,ST, ,M5G,785207,S1140,2012-10-26,2012-11-09,,Inspection,Proposal for interior alterations to the basement level and 2nd floor of the Banting Institute. This permit is in a different location than #12-231051,100000
12 280001 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,7,CROATIA,ST, ,M6H,9246318,S0933,2012-11-15,2012-12-17,,Inspection,Proposal for interior alterations and addition of new elevator to exisiting place of worship.,200000
12 293561 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,1750,FINCH,AVE,E,M2J,515776,N1722,2012-12-13,2013-01-02,,Inspection,Renovation to existing shelled out space to create two rooms for new flight simulator in Seneca College.,22000
12 294004 BLD,Building Additions/Alterations,Hospital,Interior Alterations,555,UNIVERSITY,AVE, ,M5G,7792696,S1145,2012-12-14,2012-12-18,,Inspection,"Proposal for interior alterations to service level of existing hospital ""Hospital for Sick Children"" (100.0m2).",40000
12 296588 BLD,New Building,Elementary School,New Building,36,YVONNE,AVE, ,M3L,579480,W0734,2012-12-20,2013-05-24,,Inspection,New 2 storey elementary school,9000000
12 297455 BLD,Building Additions/Alterations,Hospital,Interior Alterations,47,AUSTIN,TER, ,M5R,9110076,S1236,2012-12-21,2013-01-25,,Inspection,"Proposal for interior alterations to all floors of existing 4 storey hospital, including 1 storey below grade(200.0m2) as well as fire alarm upgrade.",4000000
12 298270 BLD,New Building,Place of Worship,New Building,4548,SHEPPARD,AVE,E,M1S,4840652,E2328,2014-07-07,2014-11-03,,Revision Issued,REV. #1 - changes to architectural - add crawl spaceConstruct a new 1-storey place of worship.,0
13 105731 BLD,Building Additions/Alterations,Hospital,Interior Alterations,4001,LESLIE,ST, ,M2K,536800,N1729,2013-01-15,2013-02-11,,Inspection,Renovations to main floor of North York General Hospital to accomodate Thai Express.,50000
13 109026 BLD,Building Additions/Alterations,Hospital,Interior Alterations,3050,LAWRENCE,AVE,E,M1P,9638452,E2130,2013-01-21,2013-04-09,,Inspection,"Ground floor Interior Alteration-Reconstructed and demolish Chiller room and related services, associated with mechanical application.",840000
13 111522 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,200,KING,ST,E,M5A,828085,S1338,2013-01-25,2013-02-21,,Inspection,"Proposal for interior alterations to classroom 250E and 248E in existing building ""George Brown"" (67m2)",75000
13 112701 BLD,Building Additions/Alterations,Hospital,Interior Alterations,150,SHERWAY,DR, ,M9C,6282913,W0324,2013-01-29,2013-04-23,,Inspection,Interior alteration to existing electrical vault including installation of new generators.,150000
13 115482 BLD,Building Additions/Alterations,Hospital,Interior Alterations,585,UNIVERSITY,AVE, ,M5G,7792540,S1145,2013-02-04,2013-03-15,,Inspection,Proposal for interior alterations in the Dalglish Hearts and Minds Clinic on the 8th floor of the Toronto General Hospital (entrance address is 200 Elizabeth St),300000
13 115958 BLD,Building Additions/Alterations,Secondary School,Interior Alterations,200,LONSDALE,RD, ,M4V,7254136,S1232,2013-02-05,2013-04-24,,Inspection,Proposal for interior alterations third floor classrooms and staff rooms of exisiting school (320.0m2). Also included is the installation of a new exhaust fan in the attic. A separate sprinkler permit will follow.,1700000
13 116035 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,277,ROYAL YORK,RD, ,M8V,7884254,W0336,2013-02-05,2013-05-09,,Inspection,Interior alteration to alter and sanctuary.,90000
13 118269 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,9,CARRIER,DR, ,M9V,991852,W0122,2013-02-11,2015-04-23,,Inspection,Interior alterations to an existing place of worship. Two new mezzanines total area 226mÂ².,10000
13 118828 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,374,SHEPPARD,AVE,E,M2N,11835378,N1826,2013-02-12,2013-04-29,,Inspection,"Interior alterations to move office space to second floor, add chair lift on ground floor.",650000
13 120222 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,65,TROMLEY,DR, ,M9B,10513559,W0227,2013-02-14,2013-03-28,,Inspection,"Washroom renovation, new cubbies and exterior yard fencing",45000
13 125366 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,255-259,WILDCAT,RD, ,M3J,5625115,N0621,2013-02-26,2014-02-05,,Inspection,Change of use Interior Alterations for Place of Worship.,200000
13 126882 BLD,Building Additions/Alterations,Hospital,Interior Alterations,825,COXWELL,AVE, ,M4C,6208976,S1928,2013-03-01,2013-04-11,,Inspection,Proposal for interior alterations within the existing MRI suite to accommodate cryogenic ventilation upgrades in compliance with Ministry of Labour Regulations. (42.8m2),120000
13 127765 BLD,Building Additions/Alterations,University,Interior Alterations,320,HURON,ST, ,M5S,823532,S1139,2013-03-04,2013-03-08,,Inspection,Proposal for interior alterations to existing classroom on the ground floor of U of T building - Clara Benson Building.  See also 13 109400 BLD for interior demo.,500000
13 127987 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,50,CLOVERHILL,RD, ,M8Y,7940034,W0329,2013-03-04,2013-04-16,,Inspection,"Demolition and construction of non-loadbearing partition wall, new mill work and washrooms in classroom 102 and 103 - Full Day Kindergarten Retrofit.",5000
13 128290 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,60,BRIDLEWOOD,BLVD, ,M1T,312084,E2225,2013-03-05,2013-03-19,,Inspection,Interior alterations to Elementary school to create new sink in a second floor classroom. Add Cubbies to hallway and switch the classroom and YMCA Daycare on the ground floor. Relocation of Window A/C Units. FDK - all day kindergarten program at BRIDLEWOOD JR P.S.,50000
13 128979 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,265,ANNETTE,ST, ,M6P,7992305,S0427,2013-03-06,2013-04-15,,Inspection,Interior alterations to existing elementary *Annette/High Park Alternative School* rooms 109 and 110,5000
13 138989 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,2202,KIPLING,AVE, ,M9W,6052172,W0129,2013-03-22,2013-05-23,,Inspection,Interior alterations to an existing St. Benedict Catholic School.,350000
13 140608 BLD,Building Additions/Alterations,University,Interior Alterations,3377,BAYVIEW,AVE, ,M2M,9531675,N1721,2013-03-26,2014-11-03,,Inspection,"To Levels L100, L200, L300, L400, L500 and L600 - Tyndale University",12000000
13 143538 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,70,THE POND,RD, ,M3J,14051471,W0726,2013-04-03,2013-06-12,,Inspection,Interior alterations to ground and third floor partition walls - to create more office/computer lab space - Seneca College. ,100000
13 143969 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,636,GLENHOLME,AVE, ,M6E,8571075,S1222,2013-04-03,2013-05-24,,Inspection,"Interior alterations to 3 kindergarten classrooms 101, 124, 125 and storage room 104, St Thomas Aquinas",1150000
13 147081 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,585,GLENGROVE,AVE, ,M6B,521444,N0827,2013-04-09,2013-05-29,,Inspection,Interior Alterations to stairwell area and changeroom area Pace of worship.,10000
13 148531 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,14,BROADWAY,AVE, ,M4P,7632822,N1526,2013-04-11,2013-05-06,,Inspection,Interior alterations to kindergarden classrooms on main floor of St Monica Catholic School,470000
13 148534 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,10,JOHN TABOR,TRL, ,M1B,349085,E2524,2013-04-11,2013-05-13,,Inspection,"FDK interior alteration for all day kindergarten, St. Columba C.S.",135000
13 148973 BLD,Building Additions/Alterations,University,Interior Alterations,4700,KEELE,ST, ,M3J,20029109,W0726,2013-04-12,2013-07-16,,Inspection,"Interior alterations to Ross Building South, Third floor - interior partitions to create more office space.",700000
13 149308 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,1477,DUFFERIN,ST, ,M6H,10364883,S0928,2013-04-12,2013-05-02,,Inspection,Interior alteration to kindergarten rooms.,30000
13 151132 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,35,HEDGES,BLVD, ,M9B,10575666,W0227,2013-04-16,2013-06-13,,Inspection,"Proposal to add lift, one barrier free washroom and concrete steps at front",30000
13 152956 BLD,Building Additions/Alterations,University,Interior Alterations,97,ST GEORGE,ST, ,M5S,873384,S1135,2013-04-18,2013-04-30,,Inspection,"Proposal for interior alterations to 9th floor of building for minor office reconfiguration. ""Rotman School of Management"" (54m2)",10000
13 155011 BLD,Building Additions/Alterations,Hospital,Interior Alterations,2075,BAYVIEW,AVE, ,M4N,7754918,N1528,2013-04-22,2013-05-09,,Inspection,Interior Alterations of existing office spaces in the A Wing of Sunnybrook Heath Sciences Centre on level one.,658900
13 156262 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,960,BELLAMY,RD,N,M1H,6408660,E2424,2013-04-24,2013-06-25,,Inspection,"FDK interior alterations, no daycare; St. Richard C.S.",200000
13 158790 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,160,CROW,TRL, ,M1B,324733,E2330,2013-04-29,2013-05-13,,Inspection,"construct interior alterations, 1 sink and 1 drinking foundation for FDK at ST GABRIEL LALEMANT CATHOLIC ELEMENTARY SCHOOL",60000
13 165609 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,19,OAKLAND,AVE, ,M9M,9035786,W0733,2013-05-09,2014-04-08,,Permit Issued,"Interior alterations, to maintain an existing Place of Worship. (Converted from Industrial building into a Place of Worship) ",7000
13 172083 BLD,Building Additions/Alterations,University,Interior Alterations,4700,KEELE,ST, ,M3J,20029109,W0726,2013-05-22,2013-08-26,,Inspection,"Interior alterations to room 012G, the Junior Common Room (JCR) in Winter's college, remove wall and replace with glass in walkway, add storage area and riser - Complex 1 - York University",300000
13 172815 BLD,Building Additions/Alterations,Student Residence,Interior Alterations,310,BLOOR,ST,W,M5S,772774,S1127,2013-05-23,2013-06-06,,Inspection,Proposal for interior alterations to the 18th floor of existing student residence.,95000
13 173356 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,90,JOHN TABOR,TRL, ,M1B,349131,E2524,2013-05-23,2013-06-18,,Inspection,interior alterations to classrooms for all day kindergarten - adding a washroom and cubbiesEMILY CARR P.S.,200000
13 173358 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,69,NIGHTSTAR,RD, ,M1X,14310229,E2521,2013-05-23,2013-06-04,,Inspection,"Interior alterations for  ""Thomas L Wells Public School"" to convert two classrooms into full day kindergarten classrooms. With mech and plumb applications",95000
13 173367 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,20,ELMFIELD,CRES, ,M1V,332056,E2223,2013-05-23,2013-06-05,,Inspection,"interior alterations for all day kindergarten, new washroom, new cubbies KENNEDY P.S.",200000
13 174259 BLD,Building Additions/Alterations,Secondary School,Interior Alterations,1176,PHARMACY,AVE, ,M1R,373269,E2126,2013-05-24,2013-07-12,,Permit Issued,barrier free lift and power door operator installation,50000
13 174762 BLD,Building Additions/Alterations,Hospital,Interior Alterations,2863,ELLESMERE,RD, ,M1E,4206579,E2428,2013-05-27,2013-06-10,,Inspection,interior alterations in the food court for new SubWay,75000
13 175198 BLD,Building Additions/Alterations,University,Interior Alterations,150,COLLEGE,ST, ,M5S,7793159,S1139,2014-01-22,2014-02-07,,Revision Issued,Revision to remove the meeting room and associated partitions. Proposal also includes the addition of corridors on the 3rd floor.  University of Toronto - Medical Sciences Building.  Convenience address is 1 King's College Circle,0
13 178337 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,1889,GERRARD,ST,E,M4L,10560738,S1934,2013-05-31,2013-07-11,,Inspection,Proposal for interior alterations to existing church. (8m2),20000
13 180524 BLD,Building Additions/Alterations,Hospital,Interior Alterations,1001,QUEEN,ST,W,M6J,20232082,S1027,2013-06-04,2013-06-27,,Permit Issued,"Proposal for interior alterations to existing admin/office space on the 6th and 7th floors of existing building. ""CAMH"" (52m2)",150000
13 180830 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,100,BAINBRIDGE,AVE, ,M3H,485548,N0629,2013-06-04,2013-07-03,,Inspection,Interior Alterations to Dublin Heights EMS leveling out a sunken pit in a classroom this application has nothing to do with after school childcare programs or kindergarten.,9000
13 185553 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,2425,EGLINTON,AVE,E,M1K,330677,E2023,2013-06-11,2013-07-30,,Permit Issued,"Make interiora alterations within portion of existing suite on 3rd and 4th floor for same occupancy, no change of use.",100000
13 187385 BLD,New Building,College/Trade/Tech School/Training Cent.,New Building,203-205,HUMBER COLLEGE,BLVD, ,M9W,14190390,W0125,2013-06-13,2014-07-15,,Inspection,"Proposal to construct new 6 storey HLRC building at Humber College and one storey link on south side to existing ""J"" and ""H"" buildings.Resubmission set (architectural, ellectrical and mechanical plans) from December 2013 were all replaced in Building permit drawings folder attachment.",46515800
13 188130 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,110,DREWRY,AVE, ,M2M,7274128,N1822,2013-06-14,2013-06-24,,Inspection,Interior Alterations to De Charbonnel Elementary School on ground floor room 147.,60000
13 189123 BLD,Building Additions/Alterations,Hospital,Interior Alterations,2075,BAYVIEW,AVE, ,M4N,7754918,N1528,2013-06-17,2013-06-25,,Inspection,Interior Alterations to the existing offices -  K Wing  3rd floor   -  Sunnybrook Heath Sciences Centre one.,150000
13 196121 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,38,ELLERSLIE,AVE, ,M2N,10071361,N1824,2013-06-28,2013-08-02,,Permit Issued,Interior Alterations to Willowdale Presbyterian Church by adding new wheel chair ramp on the ground floor.,70000
13 199278 BLD,Building Additions/Alterations,Hospital,Interior Alterations,101,HUMBER COLLEGE,BLVD, ,M9V,1008107,W0122,2013-07-05,2013-12-06,,Inspection,Interior alterations and demolitions  to accomodate new equipment.,800000
13 201830 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,296,LAWRENCE,AVE,E,M4N,13971545,N1523,2013-07-10,2013-08-02,,Inspection,Alterations to the girls and boys washrooms - Junior School,100000
13 201872 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,101,MILDENHALL,RD, ,M4N,11541515,N1523,2013-07-10,2013-07-30,,Inspection,Alterations to the girls and boys washrooms - La P'tite Ecole,165000
13 203467 BLD,Building Additions/Alterations,University,Interior Alterations,73,QUEEN'S PARK,CRES,E,M5S,6345354,S1136,2013-07-12,2013-08-13,,Permit Issued,Proposal for interior alterations (75 A Queen's Park) to basement and ground floor in existing University building. ,50000
13 206672 BLD,Building Additions/Alterations,Hospital,Interior Alterations,2075,BAYVIEW,AVE, ,M4N,7754918,N1528,2013-07-18,2013-08-16,,Inspection,Interior Alterations on the ground floor of Sunnybrook Hospital to the T Wing unit TG 41 and TG43.,800000
13 209918 BLD,Building Additions/Alterations,Secondary School,Interior Alterations,2239,LAWRENCE,AVE,E,M1P,6436450,E2133,2013-07-24,2013-08-29,,Inspection,"interior alterations to existing school, new partitions, new roof top unit and plumbing- Winston Churchill C.I.",750000
13 210548 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,1700,BATHURST,ST, ,M5P,8855298,S1224,2013-07-25,2013-07-31,,Inspection,Proposal for interior alterations to construct a new handicap accessible ramp in existing synagouge.,25000
13 212222 BLD,Building Additions/Alterations,University,Interior Alterations,3377,BAYVIEW,AVE, ,M2M,9531675,N1721,2015-02-19,2015-03-17,,Revision Issued,Revision #1 relocation of generator,0
13 216114 BLD,Building Additions/Alterations,University,Interior Alterations,4700,KEELE,ST, ,M3J,20029109,W0726,2013-08-06,2013-08-19,,Inspection,Renovations to Tim Horton Kiosk (62m2) on York campus for Seneca at York.,90000
13 217757 BLD,Building Additions/Alterations,Hospital,Interior Alterations,101,COLLEGE,ST, ,M5G,785208,S1145,2013-08-08,2013-08-19,,Inspection,Proposal for interior alterations to the corridor on the ground floor of existing hospital - University Health Network. Convienence address is 200 Elizabeth. This is phase 2 of 2. See 13-189510 BLD for Phase 1.,450000
13 219540 BLD,Building Additions/Alterations,Hospital,Interior Alterations,30,BOND,ST, ,M5B,773891,S1332,2013-08-13,2013-09-12,,Permit Issued,"Proposal for interior alterations to Level 3 Shuter Wing (MS Clinic) of existing hospital - ""St Michaels Hospital""",550000
13 231196 BLD,Building Additions/Alterations,Hospital,Interior Alterations,399,BATHURST,ST, ,M5T,9086232,S1143,2013-09-05,2013-09-25,,Inspection,To convert an office (75 m2) on the third floor of the existing Toronto Western Hospital into a room to store an Elektra MEG scanning machine.,410000
13 234769 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,24,CHERITAN,AVE, ,M4R,10258350,N0829,2013-09-12,2013-10-15,,Permit Issued,Proposed new attic access (3.7m2) for Blessed Sacrament Church.,30000
13 234926 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,1687,VICTORIA PARK,AVE, ,M1R,394914,E2131,2013-09-12,2013-11-18,,Inspection,"interior alterations to sancturay area, barrier free w/c in basement, add 2 rooftop hvac units",360000
13 235500 BLD,Building Additions/Alterations,Hospital,Interior Alterations,399,BATHURST,ST, ,M5T,9086232,S1143,2013-09-13,2013-10-04,,Permit Issued,"Proposal for interior alterations to level 4 - interior fitout for research zone 1 in existing hospital - ""Toronto Western""",750000
13 246384 BLD,Building Additions/Alterations,Secondary School,Interior Alterations,4610-4620,FINCH,AVE,E,M1S,334377,E2322,2013-10-04,2013-12-05,,Inspection,"interior alterations to create chemistry and physics labs incl. hvac and plumbing, new roof top hvac unit",1000000
13 250957 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,801,PROGRESS,AVE, ,M1H,376326,E2421,2013-10-15,2014-02-20,,Inspection,"interior alterations to existing church, re-partitioning and relocation of hvac diffusers",25000
13 254374 BLD,Building Additions/Alterations,Child Care Facility/DayCare Centre,Interior Alterations,1545,ALBION,RD, ,M9V,982439,W0123,2013-10-22,2013-11-15,,Inspection,Interior alterations to an existing Child Care Centre.,42000
13 256562 BLD,Building Additions/Alterations,Hospital,Interior Alterations,130,DUNN,AVE, ,M6K,8168605,S0437,2013-10-25,2013-11-21,,Inspection,To complete interior alterations (34.0 m2) to the 5th floor of the existing rehab hospital.  ,200000
13 257168 BLD,Building Additions/Alterations,Secondary School,Interior Alterations,100,EMMETT,AVE, ,M6M,9344875,W0531,2013-10-28,2013-11-12,,Inspection,"Interior alteration to create kitchen, office and brakeout room on second floor.",200000
13 261718 BLD,Building Additions/Alterations,Hospital,Interior Alterations,101,COLLEGE,ST, ,M5G,785208,S1145,2013-11-06,2013-11-15,,Inspection,Proposal for interior alterations to existing office space on the 6th and 8th floors - Ontario Institute for Cancer Research.  See related permit 13 236870 BLD for work on the 5th floor.,35000
13 262815 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,118,NINTH,ST, ,M8V,1021000,W0335,2013-11-08,2014-02-28,,Inspection,Interior alteration to existing place of worship including installation of new mechanical system with 10 rooftop units.,45000
13 263114 BLD,Building Additions/Alterations,University,Interior Alterations,35,ST GEORGE,ST, ,M5S,11227024,S1139,2013-11-08,2013-11-27,,Inspection,Proposal for interior alterations to existing washrooms on floors 2 and 3  in the Galbraith Building - U of T.,300000
13 264704 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,19,DON RIDGE,DR, ,M2P,508075,N1521,2013-11-13,2014-01-28,,Inspection,"Interior alteration to St. John York Mills Anglican Church for lobby, chancel, nave, narthex, washroom, and office & lounge",1196270
13 265470 BLD,Building Additions/Alterations,Child Care Facility/DayCare Centre,Interior Alterations,544,HORNER,AVE, ,M8W,6735862,W0330,2013-11-14,2014-01-02,,Inspection,Interior alterations to an existing Alderwood Action Afterschool Day Care Centre.,0
13 266012 BLD,New Building,Elementary School,New Building,100,CLAIREVILLE,DR, ,M9W,8231788,W0121,2013-11-15,2014-04-25,,Work Not Started,Proposal to construct a new (1) storey elementary school building on the same site as an existing place of worship.,250000
13 271534 BLD,Building Additions/Alterations,Hospital,Interior Alterations,600,UNIVERSITY,AVE, ,M5G,7792698,S1144,2013-11-28,2013-12-16,,Permit Issued,Proposal for interior alterations to Hospital. Proposal includes replacement of domestic water riser. ,300000
13 275001 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,525,PRINCE EDWARD,DR,N,   ,7033947,W0322,2013-12-06,2013-12-17,,Inspection,Proposal for minor interior alterations to existing elementary school for the addition of a washroom and millwork for Full Day Kindergarten,50000
13 276635 BLD,Building Additions/Alterations,Hospital,Interior Alterations,555,UNIVERSITY,AVE, ,M5G,7792696,S1145,2013-12-11,2013-12-24,,Inspection,"Proposal for interior alterations to the airborne infection isolation rooms located on the 8th floor - ""Slaight Wing"" - Sick Kids Hospital.",100000
13 279795 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,1,CENTRE ISLAND,PK, ,   ,14258203,S1043,2013-12-19,2014-01-09,,Inspection,Proposal for interior alterations to existing Island Public/Natural Science School at 30 Centre Island Park for a washroom in connection with room 101. There will also be two sinks within the classroom. Proposal includes for HVAC and PLB. ,120000
13 280015 BLD,Building Additions/Alterations,Hospital,Interior Alterations,76,GRENVILLE,ST, ,M5S,7762671,S1140,2013-12-19,2014-07-04,,Inspection,"Proposal for interior alterations to level 1, 2, and 3 of existing hospital - ""Womens College Hospital"" This is Phase 2.5.",300000
13 280614 BLD,Building Additions/Alterations,Hospital,Interior Alterations,2075,BAYVIEW,AVE, ,M4N,7754918,N1528,2013-12-20,2014-02-21,,Inspection,Interior renovations to existing ground floor (312m2) in D-Wing of Sunnybrooke Hospital for new morgue expansion.,1880000
13 280629 BLD,Building Additions/Alterations,Hospital,Interior Alterations,2075,BAYVIEW,AVE, ,M4N,7754918,N1528,2013-12-20,2014-12-09,,Inspection,"Proposed interior renovations to wings B, C, D (2,761m2) on ground floor of Sunnybrooke Hospital.",11000000
13 282153 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,394,HARVIE,AVE, ,M6E,62453,S0921,2013-12-31,2016-03-15,,Inspection,Proposal for the conversion (change of use) of existing single family dwelling to a Non-For-Profit Private School and also upgrade fire safety measures and fresh air,12000
14 100931 BLD,Building Additions/Alterations,Hospital,Interior Alterations,610,UNIVERSITY,AVE, ,M5G,13498043,S1144,2014-01-06,2014-02-18,,Inspection,Proposal to renovate an existing lab to convert to a staff area.,190000
14 105886 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,501,ARLINGTON,AVE, ,M6C,50614,S1223,2014-01-17,2014-01-31,,Inspection,"Interior alterations for excercise room in elementary school ""Leo Baeck Day School""",150000
14 108631 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,49,FELSTEAD,AVE, ,M4J,6355204,S1432,2014-01-23,2014-02-27,,Inspection,Proposal for Interior alterations to the change rooms in the existing elementry school.,800000
14 110205 BLD,Building Additions/Alterations,University,Interior Alterations,100,ST GEORGE,ST, ,M5S,873385,S1139,2014-05-12,2014-07-24,,Revision Issued,REV #1- add fire protection window sprinkler system only,7500
14 114500 BLD,Building Additions/Alterations,Hospital,Interior Alterations,600,UNIVERSITY,AVE, ,M5G,7792698,S1144,2014-02-07,2014-03-04,,Inspection,"To complete interior alterations to the sixth floor of the existing ""Mount Sinai"" Hospital for the proposed new equipments. ",4000000
14 117044 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,60,MORAN,RD, ,M1S,365117,E2327,2014-02-13,2014-03-04,,Inspection,"To complete interior alterations to the an existing classroom at ""North Agincourt Junior Public Schooll"" by completing interior alterations by constructing partition walls, installing fixutres, and completing mechancial work.",200000
14 117551 BLD,Building Additions/Alterations,Secondary School,Interior Alterations,78,DUNLOE,RD, ,M5P,797816,S1226,2014-02-14,2014-02-20,,Inspection,"To complete interior alterations to the existing ""Forest Hill JR & SR"" Public School by constructing a washroom, partitions, mill working and installing fixtures.",125000
14 118245 BLD,Building Additions/Alterations,Hospital,Interior Alterations,101,COLLEGE,ST, ,M5G,785208,S1145,2014-02-18,2014-02-20,,Inspection,"Proposal to replace existing equipment with new X-Ray equipment which will require structural support of the ceiling in unit 1CS42 in existing hospital - ""Toronto General Hospital"" - Convienence address is 200 Elizabeth.",50000
